simulation,match_id,team_a,team_b,ga,gb,outcome,winner,loser
164,28,Mexico,South Korea,1,2,A,South Korea,
164,29,Turkey,Paraguay,1,2,A,Paraguay,
164,30,USA,Australia,0,0,D,,
164,31,Scotland,Morocco,0,1,A,Morocco,
164,32,Brazil,Haiti,1,0,H,Brazil,
164,33,Tunisia,Japan,1,1,D,,
164,34,Netherlands,Sweden,0,2,A,Sweden,
164,35,Germany,Côte d'Ivoire,1,0,H,Germany,
164,36,Ecuador,Curaçao,1,1,D,,
164,37,Spain,Saudi Arabia,0,0,D,,
164,38,Belgium,Iran,1,0,H,Belgium,
164,39,Uruguay,Cabo Verde,3,1,H,Uruguay,
164,40,New Zealand,Egypt,1,0,H,New Zealand,
164,41,Argentina,Austria,0,0,D,,
164,42,France,Iraq,4,0,H,France,
164,43,Norway,Senegal,1,1,D,,
164,44,Jordan,Algeria,0,2,A,Algeria,
164,45,Portugal,Uzbekistan,1,0,H,Portugal,
164,46,England,Ghana,1,2,A,Ghana,
164,47,Panama,Croatia,0,2,A,Croatia,
164,48,Colombia,DR Congo,3,0,H,Colombia,
164,49,Switzerland,Canada,2,2,D,,
164,50,Bosnia and Herzegovina,Qatar,7,0,H,Bosnia and Herzegovina,
164,51,Scotland,Brazil,1,2,A,Brazil,
164,52,Morocco,Haiti,4,2,H,Morocco,
164,53,Czech Republic,Mexico,1,1,D,,
164,54,South Africa,South Korea,4,0,H,South Africa,
164,55,Curaçao,Côte d'Ivoire,2,1,H,Curaçao,
164,56,Ecuador,Germany,0,2,A,Germany,
164,57,Japan,Sweden,0,0,D,,
164,58,Tunisia,Netherlands,1,1,D,,
164,59,USA,Turkey,3,2,H,USA,
164,60,Paraguay,Australia,3,1,H,Paraguay,
164,61,Norway,France,3,1,H,Norway,
164,62,Senegal,Iraq,8,1,H,Senegal,
164,63,Cabo Verde,Saudi Arabia,4,0,H,Cabo Verde,
164,64,Uruguay,Spain,1,1,D,,
164,65,Egypt,Iran,1,1,D,,
164,66,New Zealand,Belgium,3,0,H,New Zealand,
164,67,Panama,England,1,2,A,England,
164,68,Croatia,Ghana,2,1,H,Croatia,
164,69,Colombia,Portugal,0,1,A,Portugal,
164,70,DR Congo,Uzbekistan,4,4,D,,
164,71,Algeria,Austria,0,0,D,,
164,72,Jordan,Argentina,1,2,A,Argentina,
164,73,Mexico,Switzerland,0,2,A,Switzerland,Mexico
164,74,Brazil,Netherlands,1,3,A,Netherlands,Brazil
164,75,Germany,Bosnia and Herzegovina,1,0,H,Germany,Bosnia and Herzegovina
164,76,Sweden,Morocco,1,2,A,Morocco,Sweden
164,77,Ecuador,France,1,0,H,Ecuador,France
164,78,Norway,Iran,2,2,D,Norway,Iran
164,79,Czech Republic,Senegal,3,0,H,Czech Republic,Senegal
164,80,England,Colombia,3,1,H,England,Colombia
164,81,Belgium,South Africa,3,2,H,Belgium,South Africa
164,82,Paraguay,Argentina,2,0,H,Paraguay,Argentina
164,83,Uzbekistan,Croatia,0,0,D,Uzbekistan,Croatia
164,84,Cabo Verde,Algeria,1,2,A,Algeria,Cabo Verde
164,85,Canada,Curaçao,1,0,H,Canada,Curaçao
164,86,USA,New Zealand,1,1,D,USA,New Zealand
164,87,Austria,Uruguay,1,3,A,Uruguay,Austria
164,88,Portugal,Panama,1,1,D,Portugal,Panama
164,89,Switzerland,Germany,0,0,D,Germany,Switzerland
164,90,Netherlands,Ecuador,1,0,H,Netherlands,Ecuador
164,91,Morocco,Norway,1,1,D,Norway,Morocco
164,92,Czech Republic,England,3,0,H,Czech Republic,England
164,93,Uzbekistan,Algeria,0,0,D,Uzbekistan,Algeria
164,94,Belgium,Paraguay,5,0,H,Belgium,Paraguay
164,95,USA,Portugal,1,1,D,Portugal,USA
164,96,Canada,Uruguay,0,0,D,Canada,Uruguay
164,97,Germany,Netherlands,1,2,A,Netherlands,Germany
164,98,Uzbekistan,Belgium,1,0,H,Uzbekistan,Belgium
164,99,Norway,Czech Republic,0,2,A,Czech Republic,Norway
164,100,Portugal,Canada,5,0,H,Portugal,Canada
164,101,Netherlands,Uzbekistan,1,2,A,Uzbekistan,Netherlands
164,102,Czech Republic,Portugal,0,0,D,Portugal,Czech Republic
164,103,Netherlands,Czech Republic,0,0,D,Czech Republic,Netherlands
164,104,Uzbekistan,Portugal,0,0,D,Portugal,Uzbekistan
165,1,Mexico,South Africa,0,0,D,,
165,2,South Korea,Czech Republic,1,1,D,,
165,3,Canada,Bosnia and Herzegovina,1,1,D,,
165,4,USA,Paraguay,1,1,D,,
165,5,Australia,Turkey,4,0,H,Australia,
165,6,Qatar,Switzerland,1,3,A,Switzerland,
165,7,Brazil,Morocco,1,1,D,,
165,8,Haiti,Scotland,0,1,A,Scotland,
165,9,Germany,Curaçao,4,0,H,Germany,
165,10,Netherlands,Japan,0,2,A,Japan,
165,11,Côte d'Ivoire,Ecuador,0,3,A,Ecuador,
165,12,Sweden,Tunisia,0,0,D,,
165,13,Spain,Cabo Verde,1,0,H,Spain,
165,14,Belgium,Egypt,6,0,H,Belgium,
165,15,Saudi Arabia,Uruguay,0,3,A,Uruguay,
165,16,Iran,New Zealand,4,0,H,Iran,
165,17,Austria,Jordan,3,0,H,Austria,
165,18,France,Senegal,4,2,H,France,
165,19,Iraq,Norway,0,6,A,Norway,
165,20,Argentina,Algeria,3,2,H,Argentina,
165,21,Portugal,DR Congo,2,1,H,Portugal,
165,22,England,Croatia,1,1,D,,
165,23,Ghana,Panama,2,3,A,Panama,
165,24,Uzbekistan,Colombia,0,3,A,Colombia,
165,25,Czech Republic,South Africa,0,0,D,,
165,26,Switzerland,Bosnia and Herzegovina,2,1,H,Switzerland,
165,27,Canada,Qatar,1,0,H,Canada,
165,28,Mexico,South Korea,0,1,A,South Korea,
165,29,Turkey,Paraguay,0,2,A,Paraguay,
165,30,USA,Australia,0,7,A,Australia,
165,31,Scotland,Morocco,3,1,H,Scotland,
165,32,Brazil,Haiti,1,0,H,Brazil,
165,33,Tunisia,Japan,0,1,A,Japan,
165,34,Netherlands,Sweden,7,0,H,Netherlands,
165,35,Germany,Côte d'Ivoire,2,0,H,Germany,
165,36,Ecuador,Curaçao,1,1,D,,
165,37,Spain,Saudi Arabia,1,0,H,Spain,
165,38,Belgium,Iran,2,1,H,Belgium,
165,39,Uruguay,Cabo Verde,0,0,D,,
165,40,New Zealand,Egypt,0,1,A,Egypt,
165,41,Argentina,Austria,2,2,D,,
165,42,France,Iraq,0,0,D,,
165,43,Norway,Senegal,2,0,H,Norway,
165,44,Jordan,Algeria,1,1,D,,
165,45,Portugal,Uzbekistan,3,2,H,Portugal,
165,46,England,Ghana,3,0,H,England,
165,47,Panama,Croatia,1,1,D,,
165,48,Colombia,DR Congo,3,1,H,Colombia,
165,49,Switzerland,Canada,2,2,D,,
165,50,Bosnia and Herzegovina,Qatar,2,2,D,,
165,51,Scotland,Brazil,1,1,D,,
165,52,Morocco,Haiti,0,2,A,Haiti,
165,53,Czech Republic,Mexico,0,3,A,Mexico,
165,54,South Africa,South Korea,0,0,D,,
165,55,Curaçao,Côte d'Ivoire,0,2,A,Côte d'Ivoire,
165,56,Ecuador,Germany,0,0,D,,
165,57,Japan,Sweden,6,0,H,Japan,
165,58,Tunisia,Netherlands,1,1,D,,
165,59,USA,Turkey,2,3,A,Turkey,
165,60,Paraguay,Australia,0,1,A,Australia,
165,61,Norway,France,0,3,A,France,
165,62,Senegal,Iraq,1,2,A,Iraq,
165,63,Cabo Verde,Saudi Arabia,1,1,D,,
165,64,Uruguay,Spain,0,1,A,Spain,
165,65,Egypt,Iran,3,0,H,Egypt,
165,66,New Zealand,Belgium,0,1,A,Belgium,
165,67,Panama,England,2,3,A,England,
165,68,Croatia,Ghana,3,1,H,Croatia,
165,69,Colombia,Portugal,3,2,H,Colombia,
165,70,DR Congo,Uzbekistan,2,1,H,DR Congo,
165,71,Algeria,Austria,1,1,D,,
165,72,Jordan,Argentina,2,3,A,Argentina,
165,73,Mexico,Canada,1,1,D,Mexico,Canada
165,74,Scotland,Netherlands,0,0,D,Netherlands,Scotland
165,75,Germany,Haiti,3,0,H,Germany,Haiti
165,76,Japan,Brazil,0,2,A,Brazil,Japan
165,77,Ecuador,Norway,3,0,H,Ecuador,Norway
165,78,France,Turkey,4,0,H,France,Turkey
165,79,South Korea,Côte d'Ivoire,0,1,A,Côte d'Ivoire,South Korea
165,80,England,DR Congo,1,1,D,England,DR Congo
165,81,Belgium,South Africa,5,1,H,Belgium,South Africa
165,82,Australia,Iraq,1,1,D,Iraq,Australia
165,83,Portugal,Croatia,2,2,D,Portugal,Croatia
165,84,Spain,Austria,1,0,H,Spain,Austria
165,85,Switzerland,Iran,0,0,D,Iran,Switzerland
165,86,Paraguay,Egypt,1,1,D,Paraguay,Egypt
165,87,Argentina,Uruguay,1,1,D,Argentina,Uruguay
165,88,Colombia,Panama,1,0,H,Colombia,Panama
165,89,Mexico,Germany,0,2,A,Germany,Mexico
165,90,Netherlands,Ecuador,1,0,H,Netherlands,Ecuador
165,91,Brazil,France,0,0,D,Brazil,France
165,92,Côte d'Ivoire,England,0,3,A,England,Côte d'Ivoire
165,93,Portugal,Spain,0,0,D,Spain,Portugal
165,94,Belgium,Iraq,1,0,H,Belgium,Iraq
165,95,Paraguay,Colombia,0,2,A,Colombia,Paraguay
165,96,Iran,Argentina,0,1,A,Argentina,Iran
165,97,Germany,Netherlands,0,1,A,Netherlands,Germany
165,98,Spain,Belgium,3,3,D,Belgium,Spain
165,99,Brazil,England,0,0,D,England,Brazil
165,100,Colombia,Argentina,4,1,H,Colombia,Argentina
165,101,Netherlands,Belgium,1,1,D,Netherlands,Belgium
165,102,England,Colombia,0,0,D,Colombia,England
165,103,Belgium,England,0,2,A,England,Belgium
165,104,Netherlands,Colombia,1,1,D,Colombia,Netherlands
166,1,Mexico,South Africa,2,3,A,South Africa,
166,2,South Korea,Czech Republic,0,0,D,,
166,3,Canada,Bosnia and Herzegovina,3,1,H,Canada,
166,4,USA,Paraguay,3,1,H,USA,
166,5,Australia,Turkey,2,0,H,Australia,
166,6,Qatar,Switzerland,0,1,A,Switzerland,
166,7,Brazil,Morocco,1,1,D,,
166,8,Haiti,Scotland,1,2,A,Scotland,
166,9,Germany,Curaçao,2,2,D,,
166,10,Netherlands,Japan,0,0,D,,
166,11,Côte d'Ivoire,Ecuador,1,2,A,Ecuador,
166,12,Sweden,Tunisia,1,2,A,Tunisia,
166,13,Spain,Cabo Verde,2,2,D,,
166,14,Belgium,Egypt,0,0,D,,
166,15,Saudi Arabia,Uruguay,1,1,D,,
166,16,Iran,New Zealand,3,3,D,,
166,17,Austria,Jordan,0,0,D,,
166,18,France,Senegal,1,0,H,France,
166,19,Iraq,Norway,0,1,A,Norway,
166,20,Argentina,Algeria,2,2,D,,
166,21,Portugal,DR Congo,2,0,H,Portugal,
166,22,England,Croatia,2,2,D,,
166,23,Ghana,Panama,0,1,A,Panama,
166,24,Uzbekistan,Colombia,1,3,A,Colombia,
166,25,Czech Republic,South Africa,2,2,D,,
166,26,Switzerland,Bosnia and Herzegovina,0,0,D,,
166,27,Canada,Qatar,1,1,D,,
166,28,Mexico,South Korea,2,2,D,,
166,29,Turkey,Paraguay,3,3,D,,
166,30,USA,Australia,0,0,D,,
166,31,Scotland,Morocco,1,2,A,Morocco,
166,32,Brazil,Haiti,1,0,H,Brazil,
166,33,Tunisia,Japan,0,0,D,,
166,34,Netherlands,Sweden,1,1,D,,
166,35,Germany,Côte d'Ivoire,2,0,H,Germany,
166,36,Ecuador,Curaçao,0,0,D,,
166,37,Spain,Saudi Arabia,0,0,D,,
166,38,Belgium,Iran,0,4,A,Iran,
166,39,Uruguay,Cabo Verde,1,1,D,,
166,40,New Zealand,Egypt,0,2,A,Egypt,
166,41,Argentina,Austria,5,0,H,Argentina,
166,42,France,Iraq,1,1,D,,
166,43,Norway,Senegal,1,1,D,,
166,44,Jordan,Algeria,1,1,D,,
166,45,Portugal,Uzbekistan,5,0,H,Portugal,
166,46,England,Ghana,3,0,H,England,
166,47,Panama,Croatia,1,3,A,Croatia,
166,48,Colombia,DR Congo,2,0,H,Colombia,
166,49,Switzerland,Canada,1,3,A,Canada,
166,50,Bosnia and Herzegovina,Qatar,1,0,H,Bosnia and Herzegovina,
166,51,Scotland,Brazil,0,1,A,Brazil,
166,52,Morocco,Haiti,0,0,D,,
166,53,Czech Republic,Mexico,1,2,A,Mexico,
166,54,South Africa,South Korea,2,2,D,,
166,55,Curaçao,Côte d'Ivoire,1,3,A,Côte d'Ivoire,
166,56,Ecuador,Germany,2,2,D,,
166,57,Japan,Sweden,3,0,H,Japan,
166,58,Tunisia,Netherlands,1,2,A,Netherlands,
166,59,USA,Turkey,0,0,D,,
166,60,Paraguay,Australia,4,0,H,Paraguay,
166,61,Norway,France,1,1,D,,
166,62,Senegal,Iraq,2,1,H,Senegal,
166,63,Cabo Verde,Saudi Arabia,0,1,A,Saudi Arabia,
166,64,Uruguay,Spain,2,2,D,,
166,65,Egypt,Iran,0,2,A,Iran,
166,66,New Zealand,Belgium,1,2,A,Belgium,
166,67,Panama,England,2,2,D,,
166,68,Croatia,Ghana,2,0,H,Croatia,
166,69,Colombia,Portugal,1,4,A,Portugal,
166,70,DR Congo,Uzbekistan,1,2,A,Uzbekistan,
166,71,Algeria,Austria,0,1,A,Austria,
166,72,Jordan,Argentina,2,0,H,Jordan,
166,73,Mexico,Bosnia and Herzegovina,1,1,D,Bosnia and Herzegovina,Mexico
166,74,Brazil,Netherlands,1,1,D,Netherlands,Brazil
166,75,Germany,Tunisia,1,1,D,Germany,Tunisia
166,76,Japan,Morocco,2,2,D,Japan,Morocco
166,77,Ecuador,France,3,4,A,France,Ecuador
166,78,Norway,Australia,0,0,D,Australia,Norway
166,79,South Africa,Senegal,0,1,A,Senegal,South Africa
166,80,Croatia,Austria,0,2,A,Austria,Croatia
166,81,Iran,Spain,0,0,D,Iran,Spain
166,82,USA,Switzerland,5,0,H,USA,Switzerland
166,83,Colombia,England,1,0,H,Colombia,England
166,84,Saudi Arabia,Argentina,1,1,D,Argentina,Saudi Arabia
166,85,Canada,Belgium,1,4,A,Belgium,Canada
166,86,Paraguay,Egypt,0,3,A,Egypt,Paraguay
166,87,Jordan,Uruguay,1,1,D,Uruguay,Jordan
166,88,Portugal,Panama,2,2,D,Panama,Portugal
166,89,Bosnia and Herzegovina,Germany,0,7,A,Germany,Bosnia and Herzegovina
166,90,Netherlands,France,2,0,H,Netherlands,France
166,91,Japan,Australia,1,1,D,Japan,Australia
166,92,Senegal,Austria,0,0,D,Senegal,Austria
166,93,Colombia,Argentina,1,1,D,Colombia,Argentina
166,94,Iran,USA,2,0,H,Iran,USA
166,95,Egypt,Panama,0,0,D,Egypt,Panama
166,96,Belgium,Uruguay,3,1,H,Belgium,Uruguay
166,97,Germany,Netherlands,1,1,D,Netherlands,Germany
166,98,Colombia,Iran,0,0,D,Colombia,Iran
166,99,Japan,Senegal,0,3,A,Senegal,Japan
166,100,Egypt,Belgium,1,4,A,Belgium,Egypt
166,101,Netherlands,Colombia,0,0,D,Netherlands,Colombia
166,102,Senegal,Belgium,2,1,H,Senegal,Belgium
166,103,Colombia,Belgium,2,1,H,Colombia,Belgium
166,104,Netherlands,Senegal,1,1,D,Netherlands,Senegal
167,1,Mexico,South Africa,1,1,D,,
167,2,South Korea,Czech Republic,1,1,D,,
167,3,Canada,Bosnia and Herzegovina,3,1,H,Canada,
167,4,USA,Paraguay,0,2,A,Paraguay,
167,5,Australia,Turkey,2,1,H,Australia,
167,6,Qatar,Switzerland,4,0,H,Qatar,
167,7,Brazil,Morocco,1,1,D,,
167,8,Haiti,Scotland,0,0,D,,
167,9,Germany,Curaçao,3,1,H,Germany,
167,10,Netherlands,Japan,2,1,H,Netherlands,
167,11,Côte d'Ivoire,Ecuador,1,3,A,Ecuador,
167,12,Sweden,Tunisia,1,2,A,Tunisia,
167,13,Spain,Cabo Verde,4,0,H,Spain,
167,14,Belgium,Egypt,1,0,H,Belgium,
167,15,Saudi Arabia,Uruguay,1,2,A,Uruguay,
167,16,Iran,New Zealand,1,2,A,New Zealand,
167,17,Austria,Jordan,1,3,A,Jordan,
167,18,France,Senegal,2,1,H,France,
167,19,Iraq,Norway,0,0,D,,
167,20,Argentina,Algeria,6,0,H,Argentina,
167,21,Portugal,DR Congo,1,2,A,DR Congo,
167,22,England,Croatia,4,1,H,England,
167,23,Ghana,Panama,1,1,D,,
167,24,Uzbekistan,Colombia,1,2,A,Colombia,
167,25,Czech Republic,South Africa,3,1,H,Czech Republic,
167,26,Switzerland,Bosnia and Herzegovina,1,1,D,,
167,27,Canada,Qatar,1,1,D,,
167,28,Mexico,South Korea,0,1,A,South Korea,
167,29,Turkey,Paraguay,3,0,H,Turkey,
167,30,USA,Australia,1,1,D,,
167,31,Scotland,Morocco,1,1,D,,
167,32,Brazil,Haiti,1,2,A,Haiti,
167,33,Tunisia,Japan,1,1,D,,
167,34,Netherlands,Sweden,1,6,A,Sweden,
167,35,Germany,Côte d'Ivoire,1,0,H,Germany,
167,36,Ecuador,Curaçao,3,0,H,Ecuador,
167,37,Spain,Saudi Arabia,2,1,H,Spain,
167,38,Belgium,Iran,1,1,D,,
167,39,Uruguay,Cabo Verde,1,3,A,Cabo Verde,
167,40,New Zealand,Egypt,0,0,D,,
167,41,Argentina,Austria,1,0,H,Argentina,
167,42,France,Iraq,3,0,H,France,
167,43,Norway,Senegal,0,2,A,Senegal,
167,44,Jordan,Algeria,0,0,D,,
167,45,Portugal,Uzbekistan,3,0,H,Portugal,
167,46,England,Ghana,2,1,H,England,
167,47,Panama,Croatia,0,1,A,Croatia,
167,48,Colombia,DR Congo,1,0,H,Colombia,
167,49,Switzerland,Canada,0,0,D,,
167,50,Bosnia and Herzegovina,Qatar,2,1,H,Bosnia and Herzegovina,
167,51,Scotland,Brazil,2,3,A,Brazil,
167,52,Morocco,Haiti,1,1,D,,
167,53,Czech Republic,Mexico,0,1,A,Mexico,
167,54,South Africa,South Korea,1,1,D,,
167,55,Curaçao,Côte d'Ivoire,4,0,H,Curaçao,
167,56,Ecuador,Germany,0,3,A,Germany,
167,57,Japan,Sweden,4,2,H,Japan,
167,58,Tunisia,Netherlands,1,2,A,Netherlands,
167,59,USA,Turkey,0,0,D,,
167,60,Paraguay,Australia,1,1,D,,
167,61,Norway,France,1,3,A,France,
167,62,Senegal,Iraq,1,3,A,Iraq,
167,63,Cabo Verde,Saudi Arabia,1,0,H,Cabo Verde,
167,64,Uruguay,Spain,0,1,A,Spain,
167,65,Egypt,Iran,0,6,A,Iran,
167,66,New Zealand,Belgium,0,3,A,Belgium,
167,67,Panama,England,0,1,A,England,
167,68,Croatia,Ghana,3,0,H,Croatia,
167,69,Colombia,Portugal,2,1,H,Colombia,
167,70,DR Congo,Uzbekistan,0,2,A,Uzbekistan,
167,71,Algeria,Austria,0,1,A,Austria,
167,72,Jordan,Argentina,0,1,A,Argentina,
167,73,Czech Republic,Qatar,0,0,D,Czech Republic,Qatar
167,74,Haiti,Japan,1,0,H,Haiti,Japan
167,75,Germany,Bosnia and Herzegovina,4,0,H,Germany,Bosnia and Herzegovina
167,76,Netherlands,Brazil,2,1,H,Netherlands,Brazil
167,77,Ecuador,Iraq,1,1,D,Iraq,Ecuador
167,78,France,Tunisia,0,0,D,France,Tunisia
167,79,South Korea,Morocco,0,1,A,Morocco,South Korea
167,80,England,Curaçao,4,2,H,England,Curaçao
167,81,Belgium,Mexico,2,2,D,Mexico,Belgium
167,82,Australia,Senegal,5,1,H,Australia,Senegal
167,83,Portugal,Croatia,0,1,A,Croatia,Portugal
167,84,Spain,Jordan,6,0,H,Spain,Jordan
167,85,Canada,New Zealand,3,1,H,Canada,New Zealand
167,86,Turkey,Iran,0,0,D,Turkey,Iran
167,87,Argentina,Cabo Verde,1,1,D,Argentina,Cabo Verde
167,88,Colombia,Paraguay,1,0,H,Colombia,Paraguay
167,89,Czech Republic,Germany,0,8,A,Germany,Czech Republic
167,90,Haiti,Iraq,0,0,D,Iraq,Haiti
167,91,Netherlands,France,0,0,D,Netherlands,France
167,92,Morocco,England,1,4,A,England,Morocco
167,93,Croatia,Spain,0,2,A,Spain,Croatia
167,94,Mexico,Australia,0,1,A,Australia,Mexico
167,95,Turkey,Colombia,0,3,A,Colombia,Turkey
167,96,Canada,Argentina,1,1,D,Argentina,Canada
167,97,Germany,Iraq,1,2,A,Iraq,Germany
167,98,Spain,Australia,3,2,H,Spain,Australia
167,99,Netherlands,England,1,2,A,England,Netherlands
167,100,Colombia,Argentina,0,0,D,Argentina,Colombia
167,101,Iraq,Spain,1,1,D,Spain,Iraq
167,102,England,Argentina,0,1,A,Argentina,England
167,103,Iraq,England,1,2,A,England,Iraq
167,104,Spain,Argentina,1,1,D,Spain,Argentina
168,1,Mexico,South Africa,2,1,H,Mexico,
168,2,South Korea,Czech Republic,3,2,H,South Korea,
168,3,Canada,Bosnia and Herzegovina,1,2,A,Bosnia and Herzegovina,
168,4,USA,Paraguay,1,2,A,Paraguay,
168,5,Australia,Turkey,1,7,A,Turkey,
168,6,Qatar,Switzerland,0,11,A,Switzerland,
168,7,Brazil,Morocco,1,6,A,Morocco,
168,8,Haiti,Scotland,0,0,D,,
168,9,Germany,Curaçao,1,1,D,,
168,10,Netherlands,Japan,2,0,H,Netherlands,
168,11,Côte d'Ivoire,Ecuador,0,0,D,,
168,12,Sweden,Tunisia,1,2,A,Tunisia,
168,13,Spain,Cabo Verde,1,1,D,,
168,14,Belgium,Egypt,1,1,D,,
168,15,Saudi Arabia,Uruguay,1,0,H,Saudi Arabia,
168,16,Iran,New Zealand,1,0,H,Iran,
168,17,Austria,Jordan,3,0,H,Austria,
168,18,France,Senegal,1,0,H,France,
168,19,Iraq,Norway,2,0,H,Iraq,
168,20,Argentina,Algeria,1,1,D,,
168,21,Portugal,DR Congo,2,1,H,Portugal,
168,22,England,Croatia,3,3,D,,
168,23,Ghana,Panama,0,0,D,,
168,24,Uzbekistan,Colombia,1,1,D,,
168,25,Czech Republic,South Africa,5,3,H,Czech Republic,
168,26,Switzerland,Bosnia and Herzegovina,1,2,A,Bosnia and Herzegovina,
168,27,Canada,Qatar,1,1,D,,
168,28,Mexico,South Korea,0,4,A,South Korea,
168,29,Turkey,Paraguay,0,1,A,Paraguay,
168,30,USA,Australia,1,0,H,USA,
168,31,Scotland,Morocco,1,1,D,,
168,32,Brazil,Haiti,0,0,D,,
168,33,Tunisia,Japan,0,0,D,,
168,34,Netherlands,Sweden,0,0,D,,
168,35,Germany,Côte d'Ivoire,0,0,D,,
168,36,Ecuador,Curaçao,1,1,D,,
168,37,Spain,Saudi Arabia,2,1,H,Spain,
168,38,Belgium,Iran,1,2,A,Iran,
168,39,Uruguay,Cabo Verde,2,2,D,,
168,40,New Zealand,Egypt,2,1,H,New Zealand,
168,41,Argentina,Austria,1,0,H,Argentina,
168,42,France,Iraq,1,0,H,France,
168,43,Norway,Senegal,1,1,D,,
168,44,Jordan,Algeria,0,10,A,Algeria,
168,45,Portugal,Uzbekistan,1,2,A,Uzbekistan,
168,46,England,Ghana,1,1,D,,
168,47,Panama,Croatia,0,5,A,Croatia,
168,48,Colombia,DR Congo,3,0,H,Colombia,
168,49,Switzerland,Canada,0,0,D,,
168,50,Bosnia and Herzegovina,Qatar,0,4,A,Qatar,
168,51,Scotland,Brazil,0,3,A,Brazil,
168,52,Morocco,Haiti,5,2,H,Morocco,
168,53,Czech Republic,Mexico,4,0,H,Czech Republic,
168,54,South Africa,South Korea,0,4,A,South Korea,
168,55,Curaçao,Côte d'Ivoire,3,0,H,Curaçao,
168,56,Ecuador,Germany,0,0,D,,
168,57,Japan,Sweden,5,1,H,Japan,
168,58,Tunisia,Netherlands,2,3,A,Netherlands,
168,59,USA,Turkey,1,2,A,Turkey,
168,60,Paraguay,Australia,0,0,D,,
168,61,Norway,France,4,0,H,Norway,
168,62,Senegal,Iraq,2,2,D,,
168,63,Cabo Verde,Saudi Arabia,2,2,D,,
168,64,Uruguay,Spain,0,0,D,,
168,65,Egypt,Iran,0,0,D,,
168,66,New Zealand,Belgium,1,6,A,Belgium,
168,67,Panama,England,0,1,A,England,
168,68,Croatia,Ghana,11,0,H,Croatia,
168,69,Colombia,Portugal,0,0,D,,
168,70,DR Congo,Uzbekistan,2,2,D,,
168,71,Algeria,Austria,0,1,A,Austria,
168,72,Jordan,Argentina,0,0,D,,
168,73,Czech Republic,Switzerland,1,2,A,Switzerland,Czech Republic
168,74,Morocco,Japan,0,2,A,Japan,Morocco
168,75,Curaçao,Tunisia,0,4,A,Tunisia,Curaçao
168,76,Netherlands,Brazil,1,1,D,Brazil,Netherlands
168,77,Germany,Norway,1,3,A,Norway,Germany
168,78,France,Cabo Verde,6,0,H,France,Cabo Verde
168,79,South Korea,Iraq,2,0,H,South Korea,Iraq
168,80,Croatia,Portugal,0,0,D,Portugal,Croatia
168,81,Iran,Algeria,0,1,A,Algeria,Iran
168,82,Paraguay,Qatar,1,1,D,Paraguay,Qatar
168,83,Uzbekistan,England,0,5,A,England,Uzbekistan
168,84,Spain,Argentina,1,1,D,Spain,Argentina
168,85,Bosnia and Herzegovina,Ecuador,1,1,D,Bosnia and Herzegovina,Ecuador
168,86,Turkey,Belgium,1,2,A,Belgium,Turkey
168,87,Austria,Saudi Arabia,1,0,H,Austria,Saudi Arabia
168,88,Colombia,USA,2,0,H,Colombia,USA
168,89,Switzerland,Tunisia,3,0,H,Switzerland,Tunisia
168,90,Japan,Norway,0,0,D,Japan,Norway
168,91,Brazil,France,1,1,D,France,Brazil
168,92,South Korea,Portugal,2,3,A,Portugal,South Korea
168,93,England,Spain,0,3,A,Spain,England
168,94,Algeria,Paraguay,0,3,A,Paraguay,Algeria
168,95,Belgium,Colombia,0,1,A,Colombia,Belgium
168,96,Bosnia and Herzegovina,Austria,0,1,A,Austria,Bosnia and Herzegovina
168,97,Switzerland,Japan,2,2,D,Switzerland,Japan
168,98,Spain,Paraguay,0,1,A,Paraguay,Spain
168,99,France,Portugal,1,1,D,France,Portugal
168,100,Colombia,Austria,3,0,H,Colombia,Austria
168,101,Switzerland,Paraguay,1,3,A,Paraguay,Switzerland
168,102,France,Colombia,1,4,A,Colombia,France
168,103,Switzerland,France,0,3,A,France,Switzerland
168,104,Paraguay,Colombia,1,1,D,Colombia,Paraguay
169,1,Mexico,South Africa,4,0,H,Mexico,
169,2,South Korea,Czech Republic,0,0,D,,
169,3,Canada,Bosnia and Herzegovina,1,0,H,Canada,
169,4,USA,Paraguay,0,4,A,Paraguay,
169,5,Australia,Turkey,2,0,H,Australia,
169,6,Qatar,Switzerland,0,1,A,Switzerland,
169,7,Brazil,Morocco,2,2,D,,
169,8,Haiti,Scotland,1,2,A,Scotland,
169,9,Germany,Curaçao,2,1,H,Germany,
169,10,Netherlands,Japan,2,1,H,Netherlands,
169,11,Côte d'Ivoire,Ecuador,3,1,H,Côte d'Ivoire,
169,12,Sweden,Tunisia,2,1,H,Sweden,
169,13,Spain,Cabo Verde,2,0,H,Spain,
169,14,Belgium,Egypt,1,1,D,,
169,15,Saudi Arabia,Uruguay,3,3,D,,
169,16,Iran,New Zealand,0,1,A,New Zealand,
169,17,Austria,Jordan,0,1,A,Jordan,
169,18,France,Senegal,1,0,H,France,
169,19,Iraq,Norway,1,1,D,,
169,20,Argentina,Algeria,5,1,H,Argentina,
169,21,Portugal,DR Congo,1,0,H,Portugal,
169,22,England,Croatia,0,0,D,,
169,23,Ghana,Panama,0,0,D,,
169,24,Uzbekistan,Colombia,0,3,A,Colombia,
169,25,Czech Republic,South Africa,1,0,H,Czech Republic,
169,26,Switzerland,Bosnia and Herzegovina,3,0,H,Switzerland,
