simulation,match_id,team_a,team_b,ga,gb,outcome,winner,loser
14,91,Netherlands,Norway,2,2,D,Netherlands,Norway
14,92,Brazil,Jordan,1,1,D,Brazil,Jordan
14,93,Colombia,Spain,0,0,D,Spain,Colombia
14,94,Belgium,Bosnia and Herzegovina,1,0,H,Belgium,Bosnia and Herzegovina
14,95,Turkey,USA,1,1,D,Turkey,USA
14,96,New Zealand,Uruguay,3,2,H,New Zealand,Uruguay
14,97,South Korea,France,1,4,A,France,South Korea
14,98,Spain,Belgium,3,0,H,Spain,Belgium
14,99,Netherlands,Brazil,0,2,A,Brazil,Netherlands
14,100,Turkey,New Zealand,0,1,A,New Zealand,Turkey
14,101,France,Spain,1,0,H,France,Spain
14,102,Brazil,New Zealand,0,3,A,New Zealand,Brazil
14,103,Spain,Brazil,1,2,A,Brazil,Spain
14,104,France,New Zealand,2,0,H,France,New Zealand
15,1,Mexico,South Africa,1,1,D,,
15,2,South Korea,Czech Republic,1,1,D,,
15,3,Canada,Bosnia and Herzegovina,1,0,H,Canada,
15,4,USA,Paraguay,1,2,A,Paraguay,
15,5,Australia,Turkey,2,0,H,Australia,
15,6,Qatar,Switzerland,1,4,A,Switzerland,
15,7,Brazil,Morocco,5,0,H,Brazil,
15,8,Haiti,Scotland,0,1,A,Scotland,
15,9,Germany,Curaçao,2,2,D,,
15,10,Netherlands,Japan,2,1,H,Netherlands,
15,11,Côte d'Ivoire,Ecuador,0,2,A,Ecuador,
15,12,Sweden,Tunisia,0,1,A,Tunisia,
15,13,Spain,Cabo Verde,1,1,D,,
15,14,Belgium,Egypt,0,1,A,Egypt,
15,15,Saudi Arabia,Uruguay,0,1,A,Uruguay,
15,16,Iran,New Zealand,1,1,D,,
15,17,Austria,Jordan,4,0,H,Austria,
15,18,France,Senegal,0,0,D,,
15,19,Iraq,Norway,1,0,H,Iraq,
15,20,Argentina,Algeria,5,1,H,Argentina,
15,21,Portugal,DR Congo,0,0,D,,
15,22,England,Croatia,1,1,D,,
15,23,Ghana,Panama,0,1,A,Panama,
15,24,Uzbekistan,Colombia,1,2,A,Colombia,
15,25,Czech Republic,South Africa,6,0,H,Czech Republic,
15,26,Switzerland,Bosnia and Herzegovina,3,0,H,Switzerland,
15,27,Canada,Qatar,2,0,H,Canada,
15,28,Mexico,South Korea,2,0,H,Mexico,
15,29,Turkey,Paraguay,1,0,H,Turkey,
15,30,USA,Australia,1,1,D,,
15,31,Scotland,Morocco,0,0,D,,
15,32,Brazil,Haiti,2,1,H,Brazil,
15,33,Tunisia,Japan,4,0,H,Tunisia,
15,34,Netherlands,Sweden,1,1,D,,
15,35,Germany,Côte d'Ivoire,2,1,H,Germany,
15,36,Ecuador,Curaçao,0,4,A,Curaçao,
15,37,Spain,Saudi Arabia,5,1,H,Spain,
15,38,Belgium,Iran,0,0,D,,
15,39,Uruguay,Cabo Verde,3,1,H,Uruguay,
15,40,New Zealand,Egypt,8,0,H,New Zealand,
15,41,Argentina,Austria,2,1,H,Argentina,
15,42,France,Iraq,5,0,H,France,
15,43,Norway,Senegal,0,2,A,Senegal,
15,44,Jordan,Algeria,0,3,A,Algeria,
15,45,Portugal,Uzbekistan,1,0,H,Portugal,
15,46,England,Ghana,2,1,H,England,
15,47,Panama,Croatia,0,0,D,,
15,48,Colombia,DR Congo,4,0,H,Colombia,
15,49,Switzerland,Canada,1,1,D,,
15,50,Bosnia and Herzegovina,Qatar,0,0,D,,
15,51,Scotland,Brazil,2,2,D,,
15,52,Morocco,Haiti,8,0,H,Morocco,
15,53,Czech Republic,Mexico,1,3,A,Mexico,
15,54,South Africa,South Korea,2,1,H,South Africa,
15,55,Curaçao,Côte d'Ivoire,4,0,H,Curaçao,
15,56,Ecuador,Germany,0,3,A,Germany,
15,57,Japan,Sweden,2,2,D,,
15,58,Tunisia,Netherlands,1,1,D,,
15,59,USA,Turkey,0,1,A,Turkey,
15,60,Paraguay,Australia,4,1,H,Paraguay,
15,61,Norway,France,0,2,A,France,
15,62,Senegal,Iraq,1,3,A,Iraq,
15,63,Cabo Verde,Saudi Arabia,1,1,D,,
15,64,Uruguay,Spain,2,3,A,Spain,
15,65,Egypt,Iran,0,0,D,,
15,66,New Zealand,Belgium,0,2,A,Belgium,
15,67,Panama,England,1,1,D,,
15,68,Croatia,Ghana,4,1,H,Croatia,
15,69,Colombia,Portugal,2,1,H,Colombia,
15,70,DR Congo,Uzbekistan,1,3,A,Uzbekistan,
15,71,Algeria,Austria,0,0,D,,
15,72,Jordan,Argentina,0,1,A,Argentina,
15,73,Czech Republic,Canada,2,1,H,Czech Republic,Canada
15,74,Brazil,Netherlands,0,2,A,Netherlands,Brazil
15,75,Curaçao,Australia,2,5,A,Australia,Curaçao
15,76,Tunisia,Scotland,6,0,H,Tunisia,Scotland
15,77,Germany,Iraq,2,1,H,Germany,Iraq
15,78,France,Egypt,2,1,H,France,Egypt
15,79,Mexico,Morocco,1,2,A,Morocco,Mexico
15,80,Croatia,Uzbekistan,1,2,A,Uzbekistan,Croatia
15,81,New Zealand,South Africa,0,4,A,South Africa,New Zealand
15,82,Paraguay,Senegal,0,0,D,Senegal,Paraguay
15,83,Portugal,England,0,4,A,England,Portugal
15,84,Spain,Austria,0,0,D,Spain,Austria
15,85,Switzerland,Algeria,0,0,D,Switzerland,Algeria
15,86,Turkey,Belgium,1,0,H,Turkey,Belgium
15,87,Argentina,Uruguay,4,0,H,Argentina,Uruguay
15,88,Colombia,Panama,3,3,D,Colombia,Panama
15,89,Czech Republic,Australia,0,0,D,Australia,Czech Republic
15,90,Netherlands,Germany,1,0,H,Netherlands,Germany
15,91,Tunisia,France,0,4,A,France,Tunisia
15,92,Morocco,Uzbekistan,1,0,H,Morocco,Uzbekistan
15,93,England,Spain,0,3,A,Spain,England
15,94,South Africa,Senegal,1,1,D,Senegal,South Africa
15,95,Turkey,Colombia,0,0,D,Colombia,Turkey
15,96,Switzerland,Argentina,2,4,A,Argentina,Switzerland
15,97,Australia,Netherlands,1,4,A,Netherlands,Australia
15,98,Spain,Senegal,1,2,A,Senegal,Spain
15,99,France,Morocco,3,1,H,France,Morocco
15,100,Colombia,Argentina,0,1,A,Argentina,Colombia
15,101,Netherlands,Senegal,0,1,A,Senegal,Netherlands
15,102,France,Argentina,2,1,H,France,Argentina
15,103,Netherlands,Argentina,1,0,H,Netherlands,Argentina
15,104,Senegal,France,1,1,D,France,Senegal
16,1,Mexico,South Africa,2,0,H,Mexico,
16,2,South Korea,Czech Republic,1,3,A,Czech Republic,
16,3,Canada,Bosnia and Herzegovina,1,1,D,,
16,4,USA,Paraguay,0,1,A,Paraguay,
16,5,Australia,Turkey,4,0,H,Australia,
16,6,Qatar,Switzerland,0,1,A,Switzerland,
16,7,Brazil,Morocco,3,2,H,Brazil,
16,8,Haiti,Scotland,2,2,D,,
16,9,Germany,Curaçao,1,1,D,,
16,10,Netherlands,Japan,0,0,D,,
16,11,Côte d'Ivoire,Ecuador,2,2,D,,
16,12,Sweden,Tunisia,3,1,H,Sweden,
16,13,Spain,Cabo Verde,2,2,D,,
16,14,Belgium,Egypt,1,3,A,Egypt,
16,15,Saudi Arabia,Uruguay,0,5,A,Uruguay,
16,16,Iran,New Zealand,0,0,D,,
16,17,Austria,Jordan,5,0,H,Austria,
16,18,France,Senegal,2,0,H,France,
16,19,Iraq,Norway,0,0,D,,
16,20,Argentina,Algeria,1,1,D,,
16,21,Portugal,DR Congo,5,0,H,Portugal,
16,22,England,Croatia,1,0,H,England,
16,23,Ghana,Panama,0,4,A,Panama,
16,24,Uzbekistan,Colombia,0,1,A,Colombia,
16,25,Czech Republic,South Africa,1,0,H,Czech Republic,
16,26,Switzerland,Bosnia and Herzegovina,1,1,D,,
16,27,Canada,Qatar,4,0,H,Canada,
16,28,Mexico,South Korea,1,2,A,South Korea,
16,29,Turkey,Paraguay,2,3,A,Paraguay,
16,30,USA,Australia,2,0,H,USA,
16,31,Scotland,Morocco,1,2,A,Morocco,
16,32,Brazil,Haiti,3,2,H,Brazil,
16,33,Tunisia,Japan,0,0,D,,
16,34,Netherlands,Sweden,0,0,D,,
16,35,Germany,Côte d'Ivoire,3,2,H,Germany,
16,36,Ecuador,Curaçao,2,1,H,Ecuador,
16,37,Spain,Saudi Arabia,4,1,H,Spain,
16,38,Belgium,Iran,2,0,H,Belgium,
16,39,Uruguay,Cabo Verde,2,0,H,Uruguay,
16,40,New Zealand,Egypt,3,0,H,New Zealand,
16,41,Argentina,Austria,0,0,D,,
16,42,France,Iraq,0,0,D,,
16,43,Norway,Senegal,1,2,A,Senegal,
16,44,Jordan,Algeria,0,7,A,Algeria,
16,45,Portugal,Uzbekistan,2,3,A,Uzbekistan,
16,46,England,Ghana,5,0,H,England,
16,47,Panama,Croatia,0,0,D,,
16,48,Colombia,DR Congo,6,1,H,Colombia,
16,49,Switzerland,Canada,2,1,H,Switzerland,
16,50,Bosnia and Herzegovina,Qatar,3,0,H,Bosnia and Herzegovina,
16,51,Scotland,Brazil,0,1,A,Brazil,
16,52,Morocco,Haiti,0,0,D,,
16,53,Czech Republic,Mexico,1,1,D,,
16,54,South Africa,South Korea,1,2,A,South Korea,
16,55,Curaçao,Côte d'Ivoire,6,0,H,Curaçao,
16,56,Ecuador,Germany,2,1,H,Ecuador,
16,57,Japan,Sweden,4,0,H,Japan,
16,58,Tunisia,Netherlands,0,1,A,Netherlands,
16,59,USA,Turkey,2,0,H,USA,
16,60,Paraguay,Australia,1,1,D,,
16,61,Norway,France,0,2,A,France,
16,62,Senegal,Iraq,0,0,D,,
16,63,Cabo Verde,Saudi Arabia,3,3,D,,
16,64,Uruguay,Spain,0,3,A,Spain,
16,65,Egypt,Iran,2,0,H,Egypt,
16,66,New Zealand,Belgium,2,1,H,New Zealand,
16,67,Panama,England,1,1,D,,
16,68,Croatia,Ghana,3,0,H,Croatia,
16,69,Colombia,Portugal,0,0,D,,
16,70,DR Congo,Uzbekistan,2,3,A,Uzbekistan,
16,71,Algeria,Austria,1,2,A,Austria,
16,72,Jordan,Argentina,0,3,A,Argentina,
16,73,South Korea,Bosnia and Herzegovina,2,1,H,South Korea,Bosnia and Herzegovina
16,74,Brazil,Netherlands,0,1,A,Netherlands,Brazil
16,75,Ecuador,Mexico,0,0,D,Mexico,Ecuador
16,76,Japan,Morocco,0,9,A,Morocco,Japan
16,77,Curaçao,Senegal,0,1,A,Senegal,Curaçao
16,78,France,Australia,1,0,H,France,Australia
16,79,Czech Republic,Germany,0,2,A,Germany,Czech Republic
16,80,England,Portugal,2,1,H,England,Portugal
16,81,New Zealand,Algeria,0,1,A,Algeria,New Zealand
16,82,Paraguay,Canada,2,2,D,Canada,Paraguay
16,83,Uzbekistan,Panama,0,4,A,Panama,Uzbekistan
16,84,Spain,Argentina,1,1,D,Spain,Argentina
16,85,Switzerland,Sweden,0,0,D,Sweden,Switzerland
16,86,USA,Egypt,1,1,D,USA,Egypt
16,87,Austria,Uruguay,1,1,D,Uruguay,Austria
16,88,Colombia,Croatia,2,1,H,Colombia,Croatia
16,89,South Korea,Mexico,2,1,H,South Korea,Mexico
16,90,Netherlands,Senegal,0,0,D,Netherlands,Senegal
16,91,Morocco,France,0,1,A,France,Morocco
16,92,Germany,England,2,0,H,Germany,England
16,93,Panama,Spain,1,2,A,Spain,Panama
16,94,Algeria,Canada,1,0,H,Algeria,Canada
16,95,USA,Colombia,1,2,A,Colombia,USA
16,96,Sweden,Uruguay,0,5,A,Uruguay,Sweden
16,97,South Korea,Netherlands,2,3,A,Netherlands,South Korea
16,98,Spain,Algeria,1,1,D,Spain,Algeria
16,99,France,Germany,3,2,H,France,Germany
16,100,Colombia,Uruguay,0,2,A,Uruguay,Colombia
16,101,Netherlands,Spain,3,1,H,Netherlands,Spain
16,102,France,Uruguay,4,0,H,France,Uruguay
16,103,Spain,Uruguay,2,1,H,Spain,Uruguay
16,104,Netherlands,France,2,0,H,Netherlands,France
17,1,Mexico,South Africa,1,1,D,,
17,2,South Korea,Czech Republic,1,1,D,,
17,3,Canada,Bosnia and Herzegovina,2,0,H,Canada,
17,4,USA,Paraguay,1,1,D,,
17,5,Australia,Turkey,0,1,A,Turkey,
17,6,Qatar,Switzerland,2,4,A,Switzerland,
17,7,Brazil,Morocco,3,2,H,Brazil,
17,8,Haiti,Scotland,0,0,D,,
17,9,Germany,Curaçao,0,0,D,,
17,10,Netherlands,Japan,2,2,D,,
17,11,Côte d'Ivoire,Ecuador,0,0,D,,
17,12,Sweden,Tunisia,0,0,D,,
17,13,Spain,Cabo Verde,2,0,H,Spain,
17,14,Belgium,Egypt,1,0,H,Belgium,
17,15,Saudi Arabia,Uruguay,0,1,A,Uruguay,
17,16,Iran,New Zealand,4,1,H,Iran,
17,17,Austria,Jordan,2,2,D,,
17,18,France,Senegal,2,0,H,France,
17,19,Iraq,Norway,0,1,A,Norway,
17,20,Argentina,Algeria,1,1,D,,
17,21,Portugal,DR Congo,1,3,A,DR Congo,
17,22,England,Croatia,1,1,D,,
17,23,Ghana,Panama,0,3,A,Panama,
17,24,Uzbekistan,Colombia,6,0,H,Uzbekistan,
17,25,Czech Republic,South Africa,1,2,A,South Africa,
17,26,Switzerland,Bosnia and Herzegovina,0,2,A,Bosnia and Herzegovina,
17,27,Canada,Qatar,3,0,H,Canada,
17,28,Mexico,South Korea,1,1,D,,
17,29,Turkey,Paraguay,1,0,H,Turkey,
17,30,USA,Australia,1,1,D,,
17,31,Scotland,Morocco,0,2,A,Morocco,
17,32,Brazil,Haiti,0,0,D,,
17,33,Tunisia,Japan,1,3,A,Japan,
17,34,Netherlands,Sweden,10,0,H,Netherlands,
17,35,Germany,Côte d'Ivoire,1,0,H,Germany,
17,36,Ecuador,Curaçao,1,1,D,,
17,37,Spain,Saudi Arabia,3,0,H,Spain,
17,38,Belgium,Iran,2,2,D,,
17,39,Uruguay,Cabo Verde,1,0,H,Uruguay,
17,40,New Zealand,Egypt,2,3,A,Egypt,
17,41,Argentina,Austria,6,0,H,Argentina,
17,42,France,Iraq,3,1,H,France,
17,43,Norway,Senegal,2,3,A,Senegal,
17,44,Jordan,Algeria,0,1,A,Algeria,
17,45,Portugal,Uzbekistan,2,0,H,Portugal,
17,46,England,Ghana,1,1,D,,
17,47,Panama,Croatia,0,0,D,,
17,48,Colombia,DR Congo,1,0,H,Colombia,
17,49,Switzerland,Canada,0,0,D,,
17,50,Bosnia and Herzegovina,Qatar,2,2,D,,
17,51,Scotland,Brazil,1,2,A,Brazil,
17,52,Morocco,Haiti,1,0,H,Morocco,
17,53,Czech Republic,Mexico,1,1,D,,
17,54,South Africa,South Korea,0,1,A,South Korea,
17,55,Curaçao,Côte d'Ivoire,0,1,A,Côte d'Ivoire,
17,56,Ecuador,Germany,2,2,D,,
17,57,Japan,Sweden,2,2,D,,
17,58,Tunisia,Netherlands,0,3,A,Netherlands,
17,59,USA,Turkey,1,0,H,USA,
17,60,Paraguay,Australia,2,1,H,Paraguay,
17,61,Norway,France,1,3,A,France,
17,62,Senegal,Iraq,2,1,H,Senegal,
17,63,Cabo Verde,Saudi Arabia,1,2,A,Saudi Arabia,
17,64,Uruguay,Spain,0,2,A,Spain,
17,65,Egypt,Iran,2,2,D,,
17,66,New Zealand,Belgium,1,2,A,Belgium,
17,67,Panama,England,0,0,D,,
17,68,Croatia,Ghana,2,2,D,,
17,69,Colombia,Portugal,0,0,D,,
17,70,DR Congo,Uzbekistan,1,4,A,Uzbekistan,
17,71,Algeria,Austria,10,0,H,Algeria,
17,72,Jordan,Argentina,0,3,A,Argentina,
17,73,South Africa,Switzerland,1,8,A,Switzerland,South Africa
17,74,Brazil,Japan,4,2,H,Brazil,Japan
17,75,Germany,Paraguay,2,0,H,Germany,Paraguay
17,76,Netherlands,Morocco,1,1,D,Morocco,Netherlands
17,77,Côte d'Ivoire,Senegal,2,0,H,Côte d'Ivoire,Senegal
17,78,France,Egypt,1,2,A,Egypt,France
17,79,South Korea,Ecuador,0,1,A,Ecuador,South Korea
17,80,Panama,Colombia,0,1,A,Colombia,Panama
17,81,Belgium,Mexico,1,0,H,Belgium,Mexico
17,82,Turkey,Bosnia and Herzegovina,2,2,D,Turkey,Bosnia and Herzegovina
17,83,Portugal,Croatia,0,4,A,Croatia,Portugal
17,84,Spain,Argentina,2,1,H,Spain,Argentina
17,85,Canada,Norway,0,1,A,Norway,Canada
17,86,USA,Iran,3,0,H,USA,Iran
17,87,Algeria,Uruguay,0,5,A,Uruguay,Algeria
17,88,Uzbekistan,England,1,0,H,Uzbekistan,England
17,89,Switzerland,Germany,3,1,H,Switzerland,Germany
17,90,Brazil,Côte d'Ivoire,2,1,H,Brazil,Côte d'Ivoire
17,91,Morocco,Egypt,3,3,D,Morocco,Egypt
17,92,Ecuador,Colombia,4,0,H,Ecuador,Colombia
17,93,Croatia,Spain,0,1,A,Spain,Croatia
17,94,Belgium,Turkey,1,2,A,Turkey,Belgium
17,95,USA,Uzbekistan,4,1,H,USA,Uzbekistan
17,96,Norway,Uruguay,0,2,A,Uruguay,Norway
17,97,Switzerland,Brazil,1,2,A,Brazil,Switzerland
17,98,Spain,Turkey,2,1,H,Spain,Turkey
17,99,Morocco,Ecuador,0,0,D,Ecuador,Morocco
17,100,USA,Uruguay,3,2,H,USA,Uruguay
17,101,Brazil,Spain,3,0,H,Brazil,Spain
17,102,Ecuador,USA,1,2,A,USA,Ecuador
17,103,Spain,Ecuador,0,0,D,Spain,Ecuador
17,104,Brazil,USA,0,0,D,USA,Brazil
18,1,Mexico,South Africa,0,0,D,,
18,2,South Korea,Czech Republic,1,4,A,Czech Republic,
18,3,Canada,Bosnia and Herzegovina,1,1,D,,
18,4,USA,Paraguay,1,3,A,Paraguay,
18,5,Australia,Turkey,3,0,H,Australia,
18,6,Qatar,Switzerland,0,1,A,Switzerland,
18,7,Brazil,Morocco,4,1,H,Brazil,
18,8,Haiti,Scotland,2,0,H,Haiti,
18,9,Germany,Curaçao,3,4,A,Curaçao,
18,10,Netherlands,Japan,0,1,A,Japan,
18,11,Côte d'Ivoire,Ecuador,1,2,A,Ecuador,
18,12,Sweden,Tunisia,0,0,D,,
18,13,Spain,Cabo Verde,2,1,H,Spain,
18,14,Belgium,Egypt,2,2,D,,
18,15,Saudi Arabia,Uruguay,0,0,D,,
18,16,Iran,New Zealand,2,0,H,Iran,
18,17,Austria,Jordan,0,4,A,Jordan,
18,18,France,Senegal,0,0,D,,
18,19,Iraq,Norway,0,2,A,Norway,
18,20,Argentina,Algeria,0,1,A,Algeria,
18,21,Portugal,DR Congo,1,0,H,Portugal,
18,22,England,Croatia,0,2,A,Croatia,
18,23,Ghana,Panama,0,1,A,Panama,
18,24,Uzbekistan,Colombia,3,0,H,Uzbekistan,
18,25,Czech Republic,South Africa,3,0,H,Czech Republic,
18,26,Switzerland,Bosnia and Herzegovina,0,0,D,,
18,27,Canada,Qatar,1,1,D,,
18,28,Mexico,South Korea,1,1,D,,
18,29,Turkey,Paraguay,2,0,H,Turkey,
18,30,USA,Australia,0,5,A,Australia,
18,31,Scotland,Morocco,4,2,H,Scotland,
18,32,Brazil,Haiti,3,0,H,Brazil,
18,33,Tunisia,Japan,5,0,H,Tunisia,
18,34,Netherlands,Sweden,1,1,D,,
18,35,Germany,Côte d'Ivoire,1,2,A,Côte d'Ivoire,
18,36,Ecuador,Curaçao,2,1,H,Ecuador,
18,37,Spain,Saudi Arabia,0,0,D,,
18,38,Belgium,Iran,2,5,A,Iran,
18,39,Uruguay,Cabo Verde,2,0,H,Uruguay,
18,40,New Zealand,Egypt,2,0,H,New Zealand,
18,41,Argentina,Austria,1,1,D,,
18,42,France,Iraq,2,1,H,France,
18,43,Norway,Senegal,0,1,A,Senegal,
18,44,Jordan,Algeria,3,0,H,Jordan,
18,45,Portugal,Uzbekistan,0,4,A,Uzbekistan,
18,46,England,Ghana,3,1,H,England,
18,47,Panama,Croatia,1,1,D,,
18,48,Colombia,DR Congo,3,0,H,Colombia,
18,49,Switzerland,Canada,1,1,D,,
18,50,Bosnia and Herzegovina,Qatar,2,2,D,,
18,51,Scotland,Brazil,0,0,D,,
18,52,Morocco,Haiti,1,4,A,Haiti,
18,53,Czech Republic,Mexico,1,1,D,,
18,54,South Africa,South Korea,1,2,A,South Korea,
18,55,Curaçao,Côte d'Ivoire,1,0,H,Curaçao,
18,56,Ecuador,Germany,1,1,D,,
18,57,Japan,Sweden,0,0,D,,
18,58,Tunisia,Netherlands,1,2,A,Netherlands,
18,59,USA,Turkey,1,2,A,Turkey,
18,60,Paraguay,Australia,2,4,A,Australia,
18,61,Norway,France,1,2,A,France,
18,62,Senegal,Iraq,2,0,H,Senegal,
18,63,Cabo Verde,Saudi Arabia,1,1,D,,
18,64,Uruguay,Spain,1,1,D,,
18,65,Egypt,Iran,1,1,D,,
18,66,New Zealand,Belgium,2,0,H,New Zealand,
18,67,Panama,England,0,1,A,England,
18,68,Croatia,Ghana,1,0,H,Croatia,
18,69,Colombia,Portugal,0,2,A,Portugal,
18,70,DR Congo,Uzbekistan,0,1,A,Uzbekistan,
18,71,Algeria,Austria,1,1,D,,
18,72,Jordan,Argentina,0,1,A,Argentina,
18,73,South Korea,Canada,0,1,A,Canada,South Korea
18,74,Brazil,Netherlands,1,1,D,Brazil,Netherlands
18,75,Ecuador,Bosnia and Herzegovina,2,2,D,Ecuador,Bosnia and Herzegovina
18,76,Tunisia,Haiti,7,0,H,Tunisia,Haiti
18,77,Curaçao,France,1,2,A,France,Curaçao
18,78,Senegal,Scotland,1,4,A,Scotland,Senegal
18,79,Czech Republic,Saudi Arabia,2,1,H,Czech Republic,Saudi Arabia
18,80,Croatia,Algeria,1,0,H,Croatia,Algeria
18,81,Iran,Mexico,1,0,H,Iran,Mexico
18,82,Australia,Norway,1,3,A,Norway,Australia
18,83,Portugal,England,2,3,A,England,Portugal
18,84,Uruguay,Argentina,1,0,H,Uruguay,Argentina
18,85,Switzerland,Japan,1,1,D,Switzerland,Japan
18,86,Turkey,New Zealand,2,0,H,Turkey,New Zealand
18,87,Jordan,Spain,1,2,A,Spain,Jordan
18,88,Uzbekistan,Panama,1,2,A,Panama,Uzbekistan
18,89,Canada,Ecuador,0,0,D,Ecuador,Canada
18,90,Brazil,France,1,4,A,France,Brazil
18,91,Tunisia,Scotland,0,1,A,Scotland,Tunisia
18,92,Czech Republic,Croatia,2,1,H,Czech Republic,Croatia
18,93,England,Uruguay,4,0,H,England,Uruguay
18,94,Iran,Norway,0,1,A,Norway,Iran
18,95,Turkey,Panama,1,2,A,Panama,Turkey
18,96,Switzerland,Spain,1,4,A,Spain,Switzerland
18,97,Ecuador,France,2,2,D,France,Ecuador
18,98,England,Norway,1,3,A,Norway,England
18,99,Scotland,Czech Republic,0,0,D,Scotland,Czech Republic
18,100,Panama,Spain,5,0,H,Panama,Spain
18,101,France,Norway,2,0,H,France,Norway
18,102,Scotland,Panama,0,1,A,Panama,Scotland
18,103,Norway,Scotland,2,0,H,Norway,Scotland
18,104,France,Panama,1,1,D,France,Panama
19,1,Mexico,South Africa,2,0,H,Mexico,
19,2,South Korea,Czech Republic,2,2,D,,
19,3,Canada,Bosnia and Herzegovina,2,0,H,Canada,
19,4,USA,Paraguay,1,2,A,Paraguay,
19,5,Australia,Turkey,1,1,D,,
19,6,Qatar,Switzerland,0,0,D,,
19,7,Brazil,Morocco,4,0,H,Brazil,
19,8,Haiti,Scotland,0,1,A,Scotland,
19,9,Germany,Curaçao,3,0,H,Germany,
19,10,Netherlands,Japan,2,0,H,Netherlands,
19,11,Côte d'Ivoire,Ecuador,2,0,H,Côte d'Ivoire,
19,12,Sweden,Tunisia,3,0,H,Sweden,
19,13,Spain,Cabo Verde,3,3,D,,
19,14,Belgium,Egypt,1,0,H,Belgium,
19,15,Saudi Arabia,Uruguay,0,2,A,Uruguay,
19,16,Iran,New Zealand,2,1,H,Iran,
19,17,Austria,Jordan,1,1,D,,
19,18,France,Senegal,2,0,H,France,
19,19,Iraq,Norway,2,1,H,Iraq,
19,20,Argentina,Algeria,1,1,D,,
19,21,Portugal,DR Congo,1,2,A,DR Congo,
19,22,England,Croatia,3,3,D,,
19,23,Ghana,Panama,2,3,A,Panama,
19,24,Uzbekistan,Colombia,1,4,A,Colombia,
19,25,Czech Republic,South Africa,0,0,D,,
19,26,Switzerland,Bosnia and Herzegovina,1,1,D,,
19,27,Canada,Qatar,0,10,A,Qatar,
19,28,Mexico,South Korea,2,0,H,Mexico,
19,29,Turkey,Paraguay,3,3,D,,
19,30,USA,Australia,1,0,H,USA,
19,31,Scotland,Morocco,2,2,D,,
19,32,Brazil,Haiti,2,0,H,Brazil,
19,33,Tunisia,Japan,2,1,H,Tunisia,
19,34,Netherlands,Sweden,2,1,H,Netherlands,
19,35,Germany,Côte d'Ivoire,0,0,D,,
19,36,Ecuador,Curaçao,2,2,D,,
19,37,Spain,Saudi Arabia,0,0,D,,
19,38,Belgium,Iran,1,0,H,Belgium,
19,39,Uruguay,Cabo Verde,1,2,A,Cabo Verde,
19,40,New Zealand,Egypt,1,1,D,,
19,41,Argentina,Austria,4,1,H,Argentina,
19,42,France,Iraq,0,1,A,Iraq,
19,43,Norway,Senegal,0,0,D,,
19,44,Jordan,Algeria,2,1,H,Jordan,
19,45,Portugal,Uzbekistan,1,1,D,,
19,46,England,Ghana,5,0,H,England,
19,47,Panama,Croatia,1,1,D,,
19,48,Colombia,DR Congo,4,2,H,Colombia,
19,49,Switzerland,Canada,2,0,H,Switzerland,
19,50,Bosnia and Herzegovina,Qatar,3,0,H,Bosnia and Herzegovina,
19,51,Scotland,Brazil,0,1,A,Brazil,
19,52,Morocco,Haiti,2,0,H,Morocco,
19,53,Czech Republic,Mexico,0,3,A,Mexico,
19,54,South Africa,South Korea,0,4,A,South Korea,
19,55,Curaçao,Côte d'Ivoire,3,0,H,Curaçao,
19,56,Ecuador,Germany,1,2,A,Germany,
19,57,Japan,Sweden,1,1,D,,
19,58,Tunisia,Netherlands,1,1,D,,
19,59,USA,Turkey,2,5,A,Turkey,
19,60,Paraguay,Australia,0,1,A,Australia,
19,61,Norway,France,1,3,A,France,
19,62,Senegal,Iraq,1,0,H,Senegal,
19,63,Cabo Verde,Saudi Arabia,0,0,D,,
19,64,Uruguay,Spain,0,6,A,Spain,
19,65,Egypt,Iran,6,1,H,Egypt,
19,66,New Zealand,Belgium,0,1,A,Belgium,
19,67,Panama,England,0,4,A,England,
19,68,Croatia,Ghana,1,1,D,,
19,69,Colombia,Portugal,0,3,A,Portugal,
19,70,DR Congo,Uzbekistan,1,1,D,,
19,71,Algeria,Austria,1,2,A,Austria,
19,72,Jordan,Argentina,0,2,A,Argentina,
19,73,South Korea,Qatar,0,0,D,Qatar,South Korea
19,74,Brazil,Sweden,1,0,H,Brazil,Sweden
19,75,Germany,Bosnia and Herzegovina,3,0,H,Germany,Bosnia and Herzegovina
19,76,Netherlands,Scotland,3,3,D,Scotland,Netherlands
19,77,Curaçao,Iraq,3,0,H,Curaçao,Iraq
19,78,France,Australia,1,1,D,France,Australia
19,79,Mexico,Morocco,4,0,H,Mexico,Morocco
19,80,England,DR Congo,1,0,H,England,DR Congo
19,81,Belgium,Côte d'Ivoire,1,2,A,Côte d'Ivoire,Belgium
19,82,Turkey,Tunisia,0,0,D,Turkey,Tunisia
19,83,Portugal,Panama,7,0,H,Portugal,Panama
19,84,Spain,Jordan,2,0,H,Spain,Jordan
19,85,Switzerland,Senegal,5,0,H,Switzerland,Senegal
19,86,Paraguay,Egypt,2,0,H,Paraguay,Egypt
19,87,Argentina,Cabo Verde,2,1,H,Argentina,Cabo Verde
19,88,Colombia,Austria,3,0,H,Colombia,Austria
19,89,Qatar,Germany,2,1,H,Qatar,Germany
