model,class,feature,importance,abs_importance
logistic_regression_exp_h2h,D,num__home_exp_years_since_first_match_filled,-0.04416030682683596,0.04416030682683596
logistic_regression_exp_h2h,A,num__away_exp_goal_diff_per_match_prior_filled,0.04390338250115909,0.04390338250115909
logistic_regression_exp_h2h,A,num__is_friendly,-0.04354951258043689,0.04354951258043689
logistic_regression_exp_h2h,A,num__confed_avg_elo_diff_prior_filled,0.04323288747022468,0.04323288747022468
logistic_regression_exp_h2h,D,cat__home_confederation_OFC,-0.04291152407625319,0.04291152407625319
logistic_regression_exp_h2h,A,num__confed_inter_points_per_match_diff_prior_filled,-0.042770135876602194,0.042770135876602194
logistic_regression_exp_h2h,D,num__home_exp_qualifier_matches_prior,0.04250771713174666,0.04250771713174666
logistic_regression_exp_h2h,D,num__away_days_since_last_match_last5,-0.04248887781137071,0.04248887781137071
logistic_regression_exp_h2h,H,num__h2h_home_team_points_per_match_prior_filled,-0.04229941507596915,0.04229941507596915
logistic_regression_exp_h2h,H,num__h2h_goal_diff_per_match_prior_filled,0.04212633720848113,0.04212633720848113
logistic_regression_exp_h2h,H,num__is_friendly,-0.04209206021781383,0.04209206021781383
logistic_regression_exp_h2h,A,cat__confederation_pair_CONCACAF_vs_UEFA,0.04193199353188004,0.04193199353188004
logistic_regression_exp_h2h,H,num__home_exp_total_matches_prior,0.041521460803702656,0.041521460803702656
logistic_regression_exp_h2h,D,num__home_exp_same_tournament_matches_prior,-0.04095823105037978,0.04095823105037978
logistic_regression_exp_h2h,D,num__away_confed_matches_host_confed,-0.040596943967845904,0.040596943967845904
logistic_regression_exp_h2h,D,cat__host_confederation_UEFA,-0.04049214236122436,0.04049214236122436
logistic_regression_exp_h2h,D,num__h2h_days_since_last_meeting_filled,-0.04040039656355348,0.04040039656355348
