v3_weight,baseline_weight,validation_log_loss,validation_brier
0.522,0.478,0.9608369887703119,0.5699319726054908
0.523,0.477,0.960821598227948,0.569923337268362
0.524,0.476,0.9608062629755314,0.569914733790531
0.525,0.475,0.9607909829863194,0.5699061621719977
0.526,0.474,0.9607757582336856,0.5698976224127624
0.527,0.473,0.96076058869112,0.5698891145128246
0.528,0.472,0.9607454743322288,0.5698806384721846
0.529,0.471,0.9607304151307335,0.5698721942908426
0.53,0.47,0.9607154110604719,0.5698637819687983
0.531,0.469,0.9607004620953958,0.5698554015060519
0.532,0.46799999999999997,0.960685568209573,0.5698470529026031
0.533,0.46699999999999997,0.960670729377185,0.5698387361584522
0.534,0.46599999999999997,0.9606559455725282,0.569830451273599
0.535,0.46499999999999997,0.9606412167700122,0.5698221982480436
0.536,0.46399999999999997,0.9606265429441608,0.5698139770817859
0.537,0.46299999999999997,0.9606119240696113,0.569805787774826
0.538,0.46199999999999997,0.9605973601211136,0.5697976303271641
0.539,0.46099999999999997,0.9605828510735308,0.5697895047387999
0.54,0.45999999999999996,0.9605683969018383,0.5697814110097335
0.541,0.45899999999999996,0.9605539975811238,0.5697733491399646
0.542,0.45799999999999996,0.9605396530865868,0.5697653191294938
0.543,0.45699999999999996,0.9605253633935389,0.5697573209783205
0.544,0.45599999999999996,0.9605111284774028,0.5697493546864453
0.545,0.45499999999999996,0.9604969483137121,0.5697414202538678
0.546,0.45399999999999996,0.9604828228781116,0.5697335176805879
0.547,0.45299999999999996,0.9604687521463563,0.569725646966606
0.548,0.45199999999999996,0.9604547360943122,0.5697178081119219
0.549,0.45099999999999996,0.9604407746979544,0.5697100011165354
0.55,0.44999999999999996,0.9604268679333685,0.5697022259804466
0.551,0.44899999999999995,0.960413015776749,0.5696944827036557
0.552,0.44799999999999995,0.9603992182044002,0.5696867712861627
0.553,0.44699999999999995,0.9603854751927349,0.5696790917279675
0.554,0.44599999999999995,0.9603717867182748,0.5696714440290699
0.555,0.44499999999999995,0.9603581527576501,0.5696638281894703
0.556,0.44399999999999995,0.9603445732875991,0.5696562442091685
0.557,0.44299999999999995,0.9603310482849681,0.5696486920881643
0.558,0.44199999999999995,0.9603175777267106,0.5696411718264578
0.559,0.44099999999999995,0.9603041615898885,0.5696336834240493
0.56,0.43999999999999995,0.9602907998516697,0.5696262268809384
0.561,0.43899999999999995,0.9602774924893297,0.5696188021971255
0.562,0.43799999999999994,0.960264239480251,0.5696114093726103
0.563,0.43700000000000006,0.9602510408019215,0.5696040484073928
0.564,0.43600000000000005,0.9602378964319359,0.569596719301473
0.565,0.43500000000000005,0.9602248063479951,0.5695894220548513
0.566,0.43400000000000005,0.960211770527905,0.5695821566675271
0.567,0.43300000000000005,0.9601987889495773,0.5695749231395009
0.568,0.43200000000000005,0.9601858615910289,0.5695677214707723
0.569,0.43100000000000005,0.9601729884303818,0.5695605516613417
0.57,0.43000000000000005,0.9601601694458621,0.5695534137112087
0.571,0.42900000000000005,0.9601474046158011,0.5695463076203734
0.572,0.42800000000000005,0.9601346939186342,0.569539233388836
0.573,0.42700000000000005,0.9601220373329005,0.5695321910165964
0.574,0.42600000000000005,0.9601094348372431,0.5695251805036545
0.575,0.42500000000000004,0.9600968864104086,0.5695182018500106
0.576,0.42400000000000004,0.9600843920312471,0.5695112550556644
0.577,0.42300000000000004,0.9600719516787115,0.5695043401206158
0.578,0.42200000000000004,0.960059565331858,0.5694974570448652
0.579,0.42100000000000004,0.9600472329698448,0.5694906058284123
0.58,0.42000000000000004,0.9600349545719334,0.5694837864712572
0.581,0.41900000000000004,0.9600227301174867,0.5694769989733998
0.582,0.41800000000000004,0.96001055958597,0.5694702433348402
0.583,0.41700000000000004,0.9599984429569505,0.5694635195555784
0.584,0.41600000000000004,0.9599863802100964,0.5694568276356144
0.585,0.41500000000000004,0.9599743713251777,0.5694501675749483
0.586,0.41400000000000003,0.9599624162820656,0.5694435393735798
0.587,0.41300000000000003,0.9599505150607316,0.5694369430315092
0.588,0.41200000000000003,0.9599386676412489,0.5694303785487363
0.589,0.41100000000000003,0.95992687400379,0.5694238459252613
0.59,0.41000000000000003,0.9599151341286287,0.569417345161084
0.591,0.40900000000000003,0.9599034479961382,0.5694108762562046
0.592,0.40800000000000003,0.9598918155867918,0.5694044392106228
0.593,0.40700000000000003,0.9598802368811629,0.569398034024339
0.594,0.406,0.9598687118599232,0.5693916606973528
0.595,0.405,0.9598572405038449,0.5693853192296644
0.596,0.404,0.9598458227937984,0.5693790096212737
0.597,0.403,0.9598344587107537,0.5693727318721811
0.598,0.402,0.9598231482357785,0.5693664859823859
0.599,0.401,0.9598118913500399,0.5693602719518888
0.6,0.4,0.9598006880348026,0.5693540897806894
0.601,0.399,0.9597895382714298,0.5693479394687876
0.602,0.398,0.9597784420413822,0.5693418210161838
0.603,0.397,0.9597673993262185,0.5693357344228777
0.604,0.396,0.9597564101075946,0.5693296796888694
0.605,0.395,0.9597454743672639,0.5693236568141588
0.606,0.394,0.9597345920870769,0.5693176657987461
0.607,0.393,0.9597237632489808,0.5693117066426312
0.608,0.392,0.95971298783502,0.569305779345814
0.609,0.391,0.9597022658273352,0.5692998839082946
0.61,0.39,0.9596915972081631,0.5692940203300729
0.611,0.389,0.959680981959837,0.5692881886111492
0.612,0.388,0.9596704200647864,0.5692823887515231
0.613,0.387,0.9596599115055362,0.5692766207511949
0.614,0.386,0.959649456264707,0.5692708846101643
0.615,0.385,0.9596390543250151,0.5692651803284317
0.616,0.384,0.959628705669272,0.5692595079059968
0.617,0.383,0.9596184102803843,0.5692538673428598
0.618,0.382,0.9596081681413534,0.5692482586390203
0.619,0.381,0.9595979792352757,0.5692426817944787
0.62,0.38,0.9595878435453421,0.5692371368092349
0.621,0.379,0.959577761054838,0.569231623683289
0.622,0.378,0.959567731747143,0.5692261424166408
0.623,0.377,0.9595577556057308,0.5692206930092903
0.624,0.376,0.959547832614169,0.5692152754612377
0.625,0.375,0.9595379627561189,0.5692098897724829
0.626,0.374,0.9595281460153355,0.5692045359430258
0.627,0.373,0.9595183823756676,0.5691992139728665
0.628,0.372,0.9595086718210565,0.5691939238620051
0.629,0.371,0.959499014335537,0.5691886656104413
0.63,0.37,0.9594894099032371,0.5691834392181754
0.631,0.369,0.9594798585083772,0.5691782446852072
0.632,0.368,0.9594703601352707,0.5691730820115369
0.633,0.367,0.9594609147683228,0.5691679511971642
0.634,0.366,0.959451522392032,0.5691628522420895
0.635,0.365,0.9594421829909882,0.5691577851463124
0.636,0.364,0.9594328965498738,0.5691527499098333
0.637,0.363,0.9594236630534624,0.569147746532652
0.638,0.362,0.9594144824866202,0.5691427750147683
0.639,0.361,0.9594053548343044,0.5691378353561822
0.64,0.36,0.9593962800815636,0.5691329275568942
0.641,0.359,0.959387258213538,0.5691280516169039
0.642,0.358,0.9593782892154586,0.5691232075362115
0.643,0.357,0.9593693730726475,0.5691183953148167
0.644,0.356,0.9593605097705176,0.5691136149527196
0.645,0.355,0.9593516992945724,0.5691088664499204
0.646,0.354,0.9593429416304062,0.5691041498064191
0.647,0.353,0.9593342367637038,0.5690994650222154
0.648,0.352,0.9593255846802393,0.5690948120973098
0.649,0.351,0.9593169853658786,0.5690901910317016
0.65,0.35,0.959308438806576,0.5690856018253914
0.651,0.349,0.9592999449883762,0.5690810444783789
0.652,0.348,0.9592915038974139,0.5690765189906642
0.653,0.347,0.9592831155199133,0.5690720253622473
0.654,0.346,0.9592747798421878,0.569067563593128
0.655,0.345,0.9592664968506399,0.5690631336833067
0.656,0.344,0.9592582665317622,0.5690587356327834
0.657,0.34299999999999997,0.9592500888721353,0.5690543694415575
0.658,0.34199999999999997,0.9592419638584291,0.5690500351096296
0.659,0.34099999999999997,0.9592338914774026,0.5690457326369993
0.66,0.33999999999999997,0.959225871715903,0.569041462023667
0.661,0.33899999999999997,0.9592179045608665,0.5690372232696324
0.662,0.33799999999999997,0.9592099899993174,0.5690330163748955
0.663,0.33699999999999997,0.9592021280183681,0.5690288413394564
0.664,0.33599999999999997,0.9591943186052195,0.569024698163315
0.665,0.33499999999999996,0.9591865617471604,0.5690205868464715
0.666,0.33399999999999996,0.9591788574315676,0.5690165073889258
0.667,0.33299999999999996,0.9591712056459057,0.5690124597906779
0.668,0.33199999999999996,0.9591636063777268,0.5690084440517278
0.669,0.33099999999999996,0.9591560596146707,0.5690044601720755
0.67,0.32999999999999996,0.9591485653444646,0.5690005081517209
0.671,0.32899999999999996,0.959141123554923,0.568996587990664
0.672,0.32799999999999996,0.9591337342339475,0.568992699688905
0.673,0.32699999999999996,0.9591263973695272,0.5689888432464438
0.674,0.32599999999999996,0.9591191129497375,0.5689850186632803
0.675,0.32499999999999996,0.9591118809627415,0.5689812259394148
0.676,0.32399999999999995,0.9591047013967883,0.5689774650748468
0.677,0.32299999999999995,0.9590975742402139,0.5689737360695767
0.678,0.32199999999999995,0.959090499481441,0.5689700389236044
0.679,0.32099999999999995,0.9590834771089785,0.5689663736369298
0.68,0.31999999999999995,0.9590765071114218,0.5689627402095532
0.681,0.31899999999999995,0.9590695894774522,0.5689591386414743
0.682,0.31799999999999995,0.9590627241958376,0.5689555689326931
0.683,0.31699999999999995,0.9590559112554313,0.5689520310832096
0.684,0.31599999999999995,0.9590491506451728,0.568948525093024
0.685,0.31499999999999995,0.9590424423540875,0.5689450509621361
0.686,0.31399999999999995,0.9590357863712864,0.5689416086905462
0.687,0.31299999999999994,0.9590291826859657,0.568938198278254
0.688,0.31200000000000006,0.9590226312874077,0.5689348197252595
0.689,0.31100000000000005,0.9590161321649795,0.5689314730315627
0.69,0.31000000000000005,0.959009685308134,0.5689281581971638
0.691,0.30900000000000005,0.9590032907064089,0.5689248752220628
0.692,0.30800000000000005,0.9589969483494272,0.5689216241062593
0.693,0.30700000000000005,0.9589906582268966,0.5689184048497538
0.694,0.30600000000000005,0.9589844203286101,0.568915217452546
0.695,0.30500000000000005,0.9589782346444451,0.5689120619146361
0.696,0.30400000000000005,0.9589721011643644,0.5689089382360238
0.697,0.30300000000000005,0.9589660198784142,0.5689058464167094
0.698,0.30200000000000005,0.9589599907767264,0.5689027864566928
0.699,0.30100000000000005,0.9589540138495168,0.568899758355974
0.7,0.30000000000000004,0.9589480890870855,0.5688967621145529
0.701,0.29900000000000004,0.9589422164798171,0.5688937977324298
0.702,0.29800000000000004,0.95893639601818,0.5688908652096041
0.703,0.29700000000000004,0.9589306276927272,0.5688879645460765
0.704,0.29600000000000004,0.9589249114940951,0.5688850957418464
0.705,0.29500000000000004,0.9589192474130045,0.5688822587969145
0.706,0.29400000000000004,0.9589136354402596,0.56887945371128
0.707,0.29300000000000004,0.9589080755667487,0.5688766804849433
0.708,0.29200000000000004,0.9589025677834435,0.5688739391179045
0.709,0.29100000000000004,0.9588971120813995,0.5688712296101636
0.71,0.29000000000000004,0.9588917084517556,0.5688685519617204
0.711,0.28900000000000003,0.9588863568857338,0.5688659061725749
0.712,0.28800000000000003,0.9588810573746401,0.5688632922427274
0.713,0.28700000000000003,0.9588758099098631,0.5688607101721774
0.714,0.28600000000000003,0.9588706144828747,0.5688581599609254
0.715,0.28500000000000003,0.9588654710852303,0.568855641608971
0.716,0.28400000000000003,0.958860379708568,0.5688531551163144
0.717,0.28300000000000003,0.9588553403446088,0.5688507004829557
0.718,0.28200000000000003,0.958850352985157,0.5688482777088948
0.719,0.281,0.9588454176220989,0.5688458867941316
0.72,0.28,0.9588405342474043,0.5688435277386662
0.721,0.279,0.9588357028531252,0.5688412005424985
0.722,0.278,0.9588309234313969,0.5688389052056287
0.723,0.277,0.958826195974436,0.5688366417280567
0.724,0.276,0.9588215204745425,0.5688344101097824
0.725,0.275,0.9588168969240984,0.5688322103508059
0.726,0.274,0.9588123253155684,0.5688300424511272
0.727,0.273,0.9588078056414989,0.5688279064107463
0.728,0.272,0.9588033378945189,0.5688258022296632
0.729,0.271,0.9587989220673392,0.568823729907878
0.73,0.27,0.958794558152753,0.5688216894453904
0.731,0.269,0.9587902461436352,0.5688196808422006
0.732,0.268,0.9587859860329427,0.5688177040983086
0.733,0.267,0.9587817778137144,0.5688157592137144
0.734,0.266,0.9587776214790709,0.568813846188418
0.735,0.265,0.9587735170222146,0.5688119650224194
0.736,0.264,0.9587694644364293,0.5688101157157186
0.737,0.263,0.9587654637150808,0.5688082982683156
0.738,0.262,0.9587615148516166,0.5688065126802101
0.739,0.261,0.9587576178395653,0.5688047589514028
0.74,0.26,0.9587537726725369,0.568803037081893
0.741,0.259,0.9587499793442233,0.5688013470716811
0.742,0.258,0.9587462378483976,0.5687996889207669
0.743,0.257,0.9587425481789137,0.5687980626291504
0.744,0.256,0.9587389103297076,0.5687964681968319
0.745,0.255,0.9587353242947958,0.5687949056238111
0.746,0.254,0.9587317900682759,0.5687933749100882
0.747,0.253,0.9587283076443273,0.568791876055663
0.748,0.252,0.9587248770172099,0.5687904090605355
0.749,0.251,0.9587214981812646,0.5687889739247057
0.75,0.25,0.9587181711309135,0.5687875706481739
0.751,0.249,0.9587148958606596,0.5687861992309398
0.752,0.248,0.9587116723650864,0.5687848596730035
0.753,0.247,0.9587085006388586,0.568783551974365
0.754,0.246,0.9587053806767216,0.5687822761350242
0.755,0.245,0.9587023124735012,0.5687810321549812
0.756,0.244,0.9586992960241044,0.5687798200342362
0.757,0.243,0.9586963313235187,0.5687786397727888
0.758,0.242,0.9586934183668118,0.5687774913706392
0.759,0.241,0.9586905571491322,0.5687763748277872
0.76,0.24,0.9586877476657094,0.5687752901442332
0.761,0.239,0.9586849899118527,0.568774237319977
0.762,0.238,0.958682283882952,0.5687732163550187
0.763,0.237,0.9586796295744782,0.5687722272493578
0.764,0.236,0.9586770269819818,0.568771270002995
0.765,0.235,0.9586744761010938,0.5687703446159298
0.766,0.23399999999999999,0.9586719769275259,0.5687694510881626
0.767,0.23299999999999998,0.95866952945707,0.5687685894196929
0.768,0.23199999999999998,0.9586671336855976,0.5687677596105212
0.769,0.23099999999999998,0.9586647896090614,0.5687669616606471
0.77,0.22999999999999998,0.9586624972234936,0.568766195570071
0.771,0.22899999999999998,0.9586602565250066,0.5687654613387926
0.772,0.22799999999999998,0.9586580675097931,0.5687647589668119
0.773,0.22699999999999998,0.958655930174126,0.5687640884541291
0.774,0.22599999999999998,0.9586538445143579,0.5687634498007441
0.775,0.22499999999999998,0.9586518105269216,0.5687628430066567
0.776,0.22399999999999998,0.95864982820833,0.5687622680718674
0.777,0.22299999999999998,0.9586478975551762,0.5687617249963755
0.778,0.22199999999999998,0.9586460185641326,0.5687612137801816
0.779,0.22099999999999997,0.9586441912319521,0.5687607344232855
0.78,0.21999999999999997,0.9586424155554674,0.5687602869256871
0.781,0.21899999999999997,0.9586406915315907,0.5687598712873866
0.782,0.21799999999999997,0.9586390191573148,0.5687594875083837
0.783,0.21699999999999997,0.9586373984297117,0.5687591355886787
0.784,0.21599999999999997,0.9586358293459336,0.5687588155282713
0.785,0.21499999999999997,0.9586343119032124,0.568758527327162
0.786,0.21399999999999997,0.9586328460988597,0.5687582709853504
0.787,0.21299999999999997,0.9586314319302669,0.5687580465028366
0.788,0.21199999999999997,0.9586300693949049,0.5687578538796204
0.789,0.21099999999999997,0.9586287584903256,0.5687576931157021
0.79,0.20999999999999996,0.9586274992141586,0.5687575642110816
0.791,0.20899999999999996,0.9586262915641148,0.5687574671657588
0.792,0.20799999999999996,0.9586251355379846,0.5687574019797339
0.793,0.20699999999999996,0.958624031133637,0.5687573686530067
0.794,0.20599999999999996,0.958622978349022,0.5687573671855773
0.795,0.20499999999999996,0.9586219771821686,0.5687573975774457
0.796,0.20399999999999996,0.9586210276311855,0.5687574598286118
0.797,0.20299999999999996,0.958620129694261,0.5687575539390759
0.798,0.20199999999999996,0.9586192833696633,0.5687576799088376
0.799,0.20099999999999996,0.95861848865574,0.5687578377378971
0.8,0.19999999999999996,0.9586177455509184,0.5687580274262544
0.801,0.19899999999999995,0.9586170540537053,0.5687582489739096
0.802,0.19799999999999995,0.9586164141626873,0.5687585023808626
0.803,0.19699999999999995,0.9586158258765304,0.5687587876471132
0.804,0.19599999999999995,0.9586152891939804,0.5687591047726615
0.805,0.19499999999999995,0.9586148041138627,0.5687594537575078
0.806,0.19399999999999995,0.9586143706350818,0.5687598346016517
0.807,0.19299999999999995,0.9586139887566224,0.5687602473050936
0.808,0.19199999999999995,0.9586136584775486,0.5687606918678332
0.809,0.19099999999999995,0.9586133797970041,0.5687611682898704
0.81,0.18999999999999995,0.9586131527142121,0.5687616765712058
0.811,0.18899999999999995,0.9586129772284754,0.5687622167118387
0.812,0.18799999999999994,0.9586128533391765,0.5687627887117693
0.813,0.18700000000000006,0.9586127810457772,0.5687633925709978
0.814,0.18600000000000005,0.9586127603478194,0.5687640282895241
0.815,0.18500000000000005,0.9586127912449244,0.5687646958673482
0.816,0.18400000000000005,0.9586128737367927,0.56876539530447
0.817,0.18300000000000005,0.958613007823205,0.5687661266008897
0.818,0.18200000000000005,0.9586131935040217,0.568766889756607
0.819,0.18100000000000005,0.958613430779182,0.5687676847716223
0.82,0.18000000000000005,0.9586137196487055,0.5687685116459353
0.821,0.17900000000000005,0.9586140601126912,0.5687693703795461
0.822,0.17800000000000005,0.9586144521713178,0.5687702609724546
0.823,0.17700000000000005,0.9586148958248436,0.5687711834246609
0.824,0.17600000000000005,0.9586153910736068,0.568772137736165
0.825,0.17500000000000004,0.958615937918025,0.5687731239069669
0.826,0.17400000000000004,0.958616536358596,0.5687741419370667
0.827,0.17300000000000004,0.9586171863958964,0.5687751918264643
0.828,0.17200000000000004,0.9586178880305836,0.5687762735751594
0.829,0.17100000000000004,0.9586186412633939,0.5687773871831523
0.83,0.17000000000000004,0.9586194460951443,0.5687785326504434
0.831,0.16900000000000004,0.9586203025267304,0.5687797099770319
0.832,0.16800000000000004,0.958621210559129,0.5687809191629183
0.833,0.16700000000000004,0.9586221701933951,0.5687821602081026
0.834,0.16600000000000004,0.958623181430665,0.5687834331125844
0.835,0.16500000000000004,0.9586242442721543,0.5687847378763642
0.836,0.16400000000000003,0.9586253587191585,0.5687860744994417
0.837,0.16300000000000003,0.9586265247730528,0.568787442981817
0.838,0.16200000000000003,0.9586277424352928,0.5687888433234901
0.839,0.16100000000000003,0.9586290117074135,0.5687902755244609
0.84,0.16000000000000003,0.9586303325910305,0.5687917395847296
0.841,0.15900000000000003,0.9586317050878391,0.5687932355042962
0.842,0.15800000000000003,0.9586331291996144,0.5687947632831604
0.843,0.15700000000000003,0.9586346049282121,0.5687963229213224
0.844,0.15600000000000003,0.9586361322755674,0.5687979144187821
0.845,0.15500000000000003,0.9586377112436962,0.5687995377755398
0.846,0.15400000000000003,0.958639341834694,0.5688011929915952
0.847,0.15300000000000002,0.9586410240507371,0.5688028800669482
0.848,0.15200000000000002,0.9586427578940816,0.5688045990015992
0.849,0.15100000000000002,0.9586445433670636,0.5688063497955479
0.85,0.15000000000000002,0.9586463804721005,0.5688081324487944
0.851,0.14900000000000002,0.9586482692116886,0.5688099469613386
0.852,0.14800000000000002,0.9586502095884055,0.5688117933331809
0.853,0.14700000000000002,0.958652201604909,0.5688136715643207
0.854,0.14600000000000002,0.9586542452639374,0.5688155816547582
0.855,0.14500000000000002,0.9586563405683093,0.5688175236044938
0.856,0.14400000000000002,0.9586584875209236,0.5688194974135269
0.857,0.14300000000000002,0.95866068612476,0.5688215030818579
0.858,0.14200000000000002,0.9586629363828789,0.5688235406094866
0.859,0.14100000000000001,0.9586652382984213,0.5688256099964132
0.86,0.14,0.9586675918746083,0.5688277112426375
0.861,0.139,0.9586699971147424,0.5688298443481596
0.862,0.138,0.9586724540222065,0.5688320093129796
0.863,0.137,0.9586749626004643,0.5688342061370972
0.864,0.136,0.9586775228530602,0.5688364348205127
0.865,0.135,0.9586801347836197,0.5688386953632262
0.866,0.134,0.9586827983958494,0.5688409877652371
0.867,0.133,0.9586855136935364,0.5688433120265458
0.868,0.132,0.9586882806805491,0.5688456681471525
0.869,0.131,0.958691099360837,0.5688480561270568
0.87,0.13,0.9586939697384304,0.568850475966259
0.871,0.129,0.9586968918174412,0.5688529276647591
0.872,0.128,0.9586998656020624,0.5688554112225568
0.873,0.127,0.9587028910965679,0.5688579266396523
0.874,0.126,0.9587059683053134,0.5688604739160457
0.875,0.125,0.9587090972327358,0.5688630530517367
0.876,0.124,0.9587122778833531,0.5688656640467256
0.877,0.123,0.9587155102617655,0.5688683069010123
0.878,0.122,0.9587187943726542,0.5688709816145967
0.879,0.121,0.9587221302207825,0.568873688187479
0.88,0.12,0.9587255178109941,0.5688764266196589
0.881,0.119,0.9587289571482164,0.5688791969111369
0.882,0.118,0.9587324482374568,0.5688819990619123
0.883,0.11699999999999999,0.9587359910838054,0.5688848330719857
0.884,0.11599999999999999,0.9587395856924344,0.5688876989413569
0.885,0.11499999999999999,0.9587432320685972,0.5688905966700258
0.886,0.11399999999999999,0.9587469302176301,0.5688935262579926
0.887,0.11299999999999999,0.9587506801449508,0.568896487705257
0.888,0.11199999999999999,0.9587544818560593,0.5688994810118193
0.889,0.11099999999999999,0.9587583353565382,0.5689025061776793
0.89,0.10999999999999999,0.9587622406520521,0.5689055632028371
0.891,0.10899999999999999,0.9587661977483478,0.5689086520872929
0.892,0.10799999999999998,0.958770206651255,0.5689117728310463
0.893,0.10699999999999998,0.9587742673666855,0.5689149254340975
0.894,0.10599999999999998,0.9587783799006339,0.5689181098964465
0.895,0.10499999999999998,0.9587825442591772,0.5689213262180933
0.896,0.10399999999999998,0.9587867604484754,0.5689245743990379
0.897,0.10299999999999998,0.958791028474771,0.5689278544392802
0.898,0.10199999999999998,0.9587953483443901,0.5689311663388203
0.899,0.10099999999999998,0.9587997200637404,0.5689345100976582
0.9,0.09999999999999998,0.9588041436393137,0.568937885715794
0.901,0.09899999999999998,0.9588086190776847,0.5689412931932274
0.902,0.09799999999999998,0.9588131463855109,0.5689447325299586
0.903,0.09699999999999998,0.9588177255695336,0.5689482037259876
0.904,0.09599999999999997,0.9588223566365769,0.5689517067813146
0.905,0.09499999999999997,0.9588270395935488,0.568955241695939
0.906,0.09399999999999997,0.9588317744474403,0.5689588084698616
0.907,0.09299999999999997,0.9588365612053263,0.5689624071030818
0.908,0.09199999999999997,0.9588413998743655,0.5689660375955997
0.909,0.09099999999999997,0.9588462904617996,0.5689696999474154
0.91,0.08999999999999997,0.9588512329749553,0.568973394158529
0.911,0.08899999999999997,0.958856227421242,0.5689771202289402
0.912,0.08799999999999997,0.9588612738081541,0.5689808781586493
0.913,0.08699999999999997,0.9588663721432695,0.5689846679476562
0.914,0.08599999999999997,0.9588715224342504,0.5689884895959609
0.915,0.08499999999999996,0.9588767246888436,0.5689923431035634
0.916,0.08399999999999996,0.9588819789148796,0.5689962284704636
0.917,0.08299999999999996,0.958887285120274,0.5690001456966616
0.918,0.08199999999999996,0.9588926433130267,0.5690040947821574
0.919,0.08099999999999996,0.9588980535012224,0.569008075726951
0.92,0.07999999999999996,0.9589035156930301,0.5690120885310423
0.921,0.07899999999999996,0.9589090298967041,0.5690161331944315
0.922,0.07799999999999996,0.9589145961205834,0.5690202097171184
0.923,0.07699999999999996,0.9589202143730919,0.569024318099103
0.924,0.07599999999999996,0.9589258846627394,0.5690284583403857
0.925,0.07499999999999996,0.9589316069981197,0.5690326304409659
0.926,0.07399999999999995,0.9589373813879131,0.569036834400844
0.927,0.07299999999999995,0.9589432078408845,0.5690410702200198
0.928,0.07199999999999995,0.9589490863658846,0.5690453378984935
0.929,0.07099999999999995,0.9589550169718503,0.5690496374362649
0.93,0.06999999999999995,0.9589609996678031,0.5690539688333341
0.931,0.06899999999999995,0.9589670344628515,0.5690583320897011
0.932,0.06799999999999995,0.9589731213661892,0.5690627272053659
0.933,0.06699999999999995,0.9589792603870964,0.5690671541803285
0.934,0.06599999999999995,0.9589854515349391,0.5690716130145889
0.935,0.06499999999999995,0.9589916948191699,0.5690761037081469
0.936,0.06399999999999995,0.9589979902493277,0.5690806262610029
0.937,0.06299999999999994,0.9590043378350381,0.5690851806731565
0.938,0.062000000000000055,0.9590107375860129,0.569089766944608
0.939,0.061000000000000054,0.9590171895120507,0.5690943850753573
0.94,0.06000000000000005,0.9590236936230376,0.5690990350654044
0.941,0.05900000000000005,0.9590302499289458,0.5691037169147491
0.942,0.05800000000000005,0.959036858439835,0.5691084306233918
0.943,0.05700000000000005,0.9590435191658525,0.5691131761913321
0.944,0.05600000000000005,0.9590502321172321,0.5691179536185703
0.945,0.05500000000000005,0.9590569973042955,0.5691227629051063
0.946,0.05400000000000005,0.9590638147374521,0.5691276040509401
0.947,0.05300000000000005,0.9590706844271986,0.5691324770560716
0.948,0.052000000000000046,0.95907760638412,0.569137381920501
0.949,0.051000000000000045,0.9590845806188888,0.569142318644228
0.95,0.050000000000000044,0.959091607142266,0.5691472872272529
0.951,0.049000000000000044,0.9590986859651003,0.5691522876695756
0.952,0.04800000000000004,0.9591058170983289,0.5691573199711959
0.953,0.04700000000000004,0.9591130005529778,0.5691623841321142
0.954,0.04600000000000004,0.959120236340161,0.5691674801523302
0.955,0.04500000000000004,0.9591275244710817,0.569172608031844
0.956,0.04400000000000004,0.9591348649570317,0.5691777677706555
0.957,0.04300000000000004,0.9591422578093919,0.569182959368765
0.958,0.04200000000000004,0.9591497030396321,0.569188182826172
0.959,0.041000000000000036,0.9591572006593116,0.5691934381428772
0.96,0.040000000000000036,0.9591647506800792,0.5691987253188797
0.961,0.039000000000000035,0.9591723531136724,0.5692040443541803
0.962,0.038000000000000034,0.9591800079719198,0.5692093952487786
0.963,0.03700000000000003,0.9591877152667384,0.5692147780026746
0.964,0.03600000000000003,0.9591954750101359,0.5692201926158685
0.965,0.03500000000000003,0.95920328721421,0.5692256390883601
0.966,0.03400000000000003,0.9592111518911486,0.5692311174201495
0.967,0.03300000000000003,0.9592190690532296,0.5692366276112367
0.968,0.03200000000000003,0.9592270387128221,0.5692421696616217
0.969,0.031000000000000028,0.9592350608823857,0.5692477435713046
0.97,0.030000000000000027,0.9592431355744704,0.5692533493402852
0.971,0.029000000000000026,0.9592512628017174,0.5692589869685635
0.972,0.028000000000000025,0.9592594425768592,0.5692646564561394
0.973,0.027000000000000024,0.9592676749127191,0.5692703578030135
0.974,0.026000000000000023,0.9592759598222128,0.5692760910091852
0.975,0.025000000000000022,0.9592842973183465,0.5692818560746546
0.976,0.02400000000000002,0.9592926874142186,0.5692876529994219
0.977,0.02300000000000002,0.9593011301230197,0.5692934817834868
0.978,0.02200000000000002,0.9593096254580318,0.5692993424268498
0.979,0.02100000000000002,0.9593181734326295,0.5693052349295104
0.98,0.020000000000000018,0.95932677406028,0.5693111592914688
0.981,0.019000000000000017,0.9593354273545426,0.569317115512725
0.982,0.018000000000000016,0.9593441333290695,0.5693231035932789
0.983,0.017000000000000015,0.9593528919976055,0.5693291235331306
0.984,0.016000000000000014,0.9593617033739892,0.5693351753322801
0.985,0.015000000000000013,0.9593705674721515,0.5693412589907274
0.986,0.014000000000000012,0.959379484306117,0.5693473745084725
0.987,0.013000000000000012,0.959388453890004,0.5693535218855155
0.988,0.01200000000000001,0.9593974762380245,0.5693597011218563
0.989,0.01100000000000001,0.9594065513644842,0.5693659122174946
0.99,0.010000000000000009,0.9594156792837828,0.5693721551724309
0.991,0.009000000000000008,0.9594248600104142,0.5693784299866649
0.992,0.008000000000000007,0.9594340935589672,0.5693847366601966
0.993,0.007000000000000006,0.9594433799441247,0.5693910751930262
0.994,0.006000000000000005,0.9594527191806643,0.5693974455851537
0.995,0.0050000000000000044,0.9594621112834589,0.5694038478365786
0.996,0.0040000000000000036,0.9594715562674766,0.5694102819473017
0.997,0.0030000000000000027,0.9594810541477802,0.5694167479173224
0.998,0.0020000000000000018,0.9594906049395281,0.5694232457466408
